File Path	chrom://thermoelectronn/ChromeleonLocal/Hunter/Alex V/OA Runs/11-2022 OA Column/OA and AA (mM) Standards.seq/472.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	WH 1
Injection Number	241
Position	RA2
Comment	
Processing Method	New Processing Method
Instrument Method	Final-Optomized-OA-Column-SCFA-Method
Type	Unknown
Status	Finished
Injection Date	2/2/2023
Injection Time	6:10:21 PM
Injection Volume (µl)	6.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	32.000000
Data Points	9601
Detector	UV
Generating Data System	Chromeleon 7.2.4.8179
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-1.856156
Signal Max.	120.486780
Channel	UV_VIS_1
Driver Name	MWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:210 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
0.620000	0.2	0.026588
0.623333	0.2	0.027280
0.626667	0.2	0.027412
0.630000	0.2	0.027100
0.633333	0.2	0.026620
0.636667	0.2	0.025953
0.640000	0.2	0.025049
0.643333	0.2	0.024180
0.646667	0.2	0.023699
0.650000	0.2	0.023571
0.653333	0.2	0.023593
0.656667	0.2	0.023810
0.660000	0.2	0.024354
0.663333	0.2	0.025212
0.666667	0.2	0.026256
0.670000	0.2	0.027260
0.673333	0.2	0.027899
0.676667	0.2	0.027922
0.680000	0.2	0.027332
0.683333	0.2	0.026456
0.686667	0.2	0.025940
0.690000	0.2	0.026409
0.693333	0.2	0.027953
0.696667	0.2	0.029916
0.700000	0.2	0.031231
0.703333	0.2	0.031315
0.706667	0.2	0.030438
0.710000	0.2	0.029061
0.713333	0.2	0.027471
0.716667	0.2	0.026176
0.720000	0.2	0.025910
0.723333	0.2	0.026932
0.726667	0.2	0.028728
0.730000	0.2	0.030479
0.733333	0.2	0.031490
0.736667	0.2	0.031316
0.740000	0.2	0.029991
0.743333	0.2	0.028096
0.746667	0.2	0.026201
0.750000	0.2	0.024404
0.753333	0.2	0.022717
0.756667	0.2	0.021429
0.760000	0.2	0.020969
0.763333	0.2	0.021699
0.766667	0.2	0.023762
0.770000	0.2	0.026918
0.773333	0.2	0.030530
0.776667	0.2	0.033879
0.780000	0.2	0.036347
0.783333	0.2	0.037317
0.786667	0.2	0.036434
0.790000	0.2	0.034115
0.793333	0.2	0.031274
0.796667	0.2	0.028530
0.800000	0.2	0.026011
0.803333	0.2	0.023770
0.806667	0.2	0.022221
0.810000	0.2	0.022094
0.813333	0.2	0.023619
0.816667	0.2	0.026016
0.820000	0.2	0.028291
0.823333	0.2	0.030044
0.826667	0.2	0.031218
0.830000	0.2	0.031655
0.833333	0.2	0.031203
0.836667	0.2	0.030046
0.840000	0.2	0.028479
0.843333	0.2	0.026512
0.846667	0.2	0.024237
0.850000	0.2	0.022197
0.853333	0.2	0.021152
0.856667	0.2	0.021603
0.860000	0.2	0.023284
0.863333	0.2	0.025448
0.866667	0.2	0.027453
0.870000	0.2	0.028459
0.873333	0.2	0.027394
0.876667	0.2	0.024025
0.880000	0.2	0.019470
0.883333	0.2	0.015628
0.886667	0.2	0.014282
0.890000	0.2	0.016001
0.893333	0.2	0.019877
0.896667	0.2	0.024487
0.900000	0.2	0.028601
0.903333	0.2	0.031490
0.906667	0.2	0.033224
0.910000	0.2	0.034236
0.913333	0.2	0.034617
0.916667	0.2	0.034356
0.920000	0.2	0.033923
0.923333	0.2	0.034087
0.926667	0.2	0.035221
0.930000	0.2	0.037041
0.933333	0.2	0.039015
0.936667	0.2	0.040714
0.940000	0.2	0.041642
0.943333	0.2	0.041041
0.946667	0.2	0.038590
0.950000	0.2	0.035339
0.953333	0.2	0.033042
0.956667	0.2	0.032757
0.960000	0.2	0.034469
0.963333	0.2	0.037191
0.966667	0.2	0.039594
0.970000	0.2	0.041109
0.973333	0.2	0.041945
0.976667	0.2	0.042348
0.980000	0.2	0.042279
0.983333	0.2	0.041411
0.986667	0.2	0.039451
0.990000	0.2	0.036727
0.993333	0.2	0.034328
0.996667	0.2	0.033521
1.000000	0.2	0.034777
1.003333	0.2	0.037248
1.006667	0.2	0.039472
1.010000	0.2	0.040596
1.013333	0.2	0.040592
1.016667	0.2	0.039859
1.020000	0.2	0.039016
1.023333	0.2	0.038424
1.026667	0.2	0.037901
1.030000	0.2	0.037239
1.033333	0.2	0.036532
1.036667	0.2	0.035736
1.040000	0.2	0.034469
1.043333	0.2	0.032768
1.046667	0.2	0.031528
1.050000	0.2	0.031685
1.053333	0.2	0.033419
1.056667	0.2	0.036078
1.060000	0.2	0.038387
1.063333	0.2	0.039235
1.066667	0.2	0.038686
1.070000	0.2	0.037925
1.073333	0.2	0.038197
1.076667	0.2	0.039930
1.080000	0.2	0.042565
1.083333	0.2	0.044792
1.086667	0.2	0.045262
1.090000	0.2	0.043617
1.093333	0.2	0.040683
1.096667	0.2	0.037502
1.100000	0.2	0.034607
1.103333	0.2	0.032196
1.106667	0.2	0.030456
1.110000	0.2	0.029584
1.113333	0.2	0.029513
1.116667	0.2	0.029853
1.120000	0.2	0.030408
1.123333	0.2	0.031349
1.126667	0.2	0.032758
1.130000	0.2	0.034462
1.133333	0.2	0.036206
1.136667	0.2	0.037752
1.140000	0.2	0.038864
1.143333	0.2	0.039362
1.146667	0.2	0.039317
1.150000	0.2	0.038871
1.153333	0.2	0.037934
1.156667	0.2	0.036673
1.160000	0.2	0.036015
1.163333	0.2	0.037049
1.166667	0.2	0.039832
1.170000	0.2	0.042977
1.173333	0.2	0.044907
1.176667	0.2	0.045275
1.180000	0.2	0.044724
1.183333	0.2	0.043959
1.186667	0.2	0.043384
1.190000	0.2	0.043127
1.193333	0.2	0.043253
1.196667	0.2	0.043786
1.200000	0.2	0.044392
1.203333	0.2	0.044430
1.206667	0.2	0.043535
1.210000	0.2	0.042037
1.213333	0.2	0.040795
1.216667	0.2	0.040638
1.220000	0.2	0.041749
1.223333	0.2	0.043548
1.226667	0.2	0.045481
1.230000	0.2	0.047553
1.233333	0.2	0.049786
1.236667	0.2	0.051735
1.240000	0.2	0.052643
1.243333	0.2	0.051895
1.246667	0.2	0.049663
1.250000	0.2	0.047088
1.253333	0.2	0.045470
1.256667	0.2	0.045456
1.260000	0.2	0.046915
1.263333	0.2	0.049207
1.266667	0.2	0.051594
1.270000	0.2	0.053531
1.273333	0.2	0.054731
1.276667	0.2	0.054994
1.280000	0.2	0.054120
1.283333	0.2	0.052188
1.286667	0.2	0.049756
1.290000	0.2	0.047728
1.293333	0.2	0.046967
1.296667	0.2	0.047568
1.300000	0.2	0.048505
1.303333	0.2	0.048416
1.306667	0.2	0.046689
1.310000	0.2	0.043897
1.313333	0.2	0.041353
1.316667	0.2	0.039974
1.320000	0.2	0.039788
1.323333	0.2	0.040454
1.326667	0.2	0.041461
1.330000	0.2	0.042096
1.333333	0.2	0.042144
1.336667	0.2	0.042254
1.340000	0.2	0.043024
1.343333	0.2	0.044483
1.346667	0.2	0.046682
1.350000	0.2	0.049723
1.353333	0.2	0.053159
1.356667	0.2	0.055932
1.360000	0.2	0.057016
1.363333	0.2	0.056154
1.366667	0.2	0.053895
1.370000	0.2	0.050962
1.373333	0.2	0.047885
1.376667	0.2	0.045025
1.380000	0.2	0.042699
1.383333	0.2	0.041375
1.386667	0.2	0.041470
1.390000	0.2	0.042855
1.393333	0.2	0.045007
1.396667	0.2	0.047543
1.400000	0.2	0.050149
1.403333	0.2	0.052198
1.406667	0.2	0.052855
1.410000	0.2	0.051816
1.413333	0.2	0.049813
1.416667	0.2	0.047895
1.420000	0.2	0.046356
1.423333	0.2	0.044966
1.426667	0.2	0.043678
1.430000	0.2	0.042635
1.433333	0.2	0.042132
1.436667	0.2	0.042390
1.440000	0.2	0.043013
1.443333	0.2	0.043294
1.446667	0.2	0.042983
1.450000	0.2	0.042229
1.453333	0.2	0.041452
1.456667	0.2	0.041398
1.460000	0.2	0.042543
1.463333	0.2	0.044461
1.466667	0.2	0.046051
1.470000	0.2	0.046517
1.473333	0.2	0.046001
1.476667	0.2	0.045138
1.480000	0.2	0.044349
1.483333	0.2	0.043626
1.486667	0.2	0.042869
1.490000	0.2	0.042212
1.493333	0.2	0.041888
1.496667	0.2	0.042072
1.500000	0.2	0.042846
1.503333	0.2	0.044049
1.506667	0.2	0.045298
1.510000	0.2	0.046077
1.513333	0.2	0.045828
1.516667	0.2	0.044271
1.520000	0.2	0.041765
1.523333	0.2	0.039612
1.526667	0.2	0.039640
1.530000	0.2	0.042543
1.533333	0.2	0.046795
1.536667	0.2	0.050015
1.540000	0.2	0.051417
1.543333	0.2	0.052110
1.546667	0.2	0.053231
1.550000	0.2	0.054896
1.553333	0.2	0.056455
1.556667	0.2	0.056827
1.560000	0.2	0.055195
1.563333	0.2	0.051931
1.566667	0.2	0.048327
1.570000	0.2	0.045441
1.573333	0.2	0.043605
1.576667	0.2	0.042793
1.580000	0.2	0.043116
1.583333	0.2	0.044750
1.586667	0.2	0.047287
1.590000	0.2	0.049573
1.593333	0.2	0.050544
1.596667	0.2	0.050189
1.600000	0.2	0.049646
1.603333	0.2	0.050132
1.606667	0.2	0.051808
1.610000	0.2	0.053715
1.613333	0.2	0.054636
1.616667	0.2	0.054052
1.620000	0.2	0.052316
1.623333	0.2	0.050138
1.626667	0.2	0.048092
1.630000	0.2	0.046463
1.633333	0.2	0.045519
1.636667	0.2	0.045810
1.640000	0.2	0.047932
1.643333	0.2	0.051922
1.646667	0.2	0.057018
1.650000	0.2	0.061999
1.653333	0.2	0.065746
1.656667	0.2	0.067638
1.660000	0.2	0.067585
1.663333	0.2	0.065808
1.666667	0.2	0.062623
1.670000	0.2	0.058444
1.673333	0.2	0.054159
1.676667	0.2	0.051143
1.680000	0.2	0.050208
1.683333	0.2	0.050855
1.686667	0.2	0.051979
1.690000	0.2	0.053003
1.693333	0.2	0.054034
1.696667	0.2	0.055207
1.700000	0.2	0.056213
1.703333	0.2	0.056492
1.706667	0.2	0.055932
1.710000	0.2	0.055130
1.713333	0.2	0.054689
1.716667	0.2	0.054569
1.720000	0.2	0.054319
1.723333	0.2	0.053647
1.726667	0.2	0.052552
1.730000	0.2	0.051228
1.733333	0.2	0.050033
1.736667	0.2	0.049269
1.740000	0.2	0.048867
1.743333	0.2	0.048724
1.746667	0.2	0.049296
1.750000	0.2	0.051105
1.753333	0.2	0.053783
1.756667	0.2	0.056264
1.760000	0.2	0.057746
1.763333	0.2	0.058176
1.766667	0.2	0.057899
1.770000	0.2	0.057213
1.773333	0.2	0.056445
1.776667	0.2	0.055992
1.780000	0.2	0.056063
1.783333	0.2	0.056549
1.786667	0.2	0.057084
1.790000	0.2	0.057288
1.793333	0.2	0.057215
1.796667	0.2	0.057339
1.800000	0.2	0.057712
1.803333	0.2	0.057671
1.806667	0.2	0.056850
1.810000	0.2	0.055689
1.813333	0.2	0.054796
1.816667	0.2	0.054531
1.820000	0.2	0.054947
1.823333	0.2	0.055583
1.826667	0.2	0.055833
1.830000	0.2	0.055802
1.833333	0.2	0.056335
1.836667	0.2	0.058111
1.840000	0.2	0.060860
1.843333	0.2	0.063477
1.846667	0.2	0.064876
1.850000	0.2	0.064700
1.853333	0.2	0.063358
1.856667	0.2	0.061743
1.860000	0.2	0.060980
1.863333	0.2	0.061782
1.866667	0.2	0.063648
1.870000	0.2	0.065202
1.873333	0.2	0.065328
1.876667	0.2	0.063874
1.880000	0.2	0.061779
1.883333	0.2	0.060391
1.886667	0.2	0.060379
1.890000	0.2	0.061259
1.893333	0.2	0.061888
1.896667	0.2	0.061634
1.900000	0.2	0.060974
1.903333	0.2	0.060468
1.906667	0.2	0.059779
1.910000	0.2	0.058323
1.913333	0.2	0.056189
1.916667	0.2	0.054105
1.920000	0.2	0.052959
1.923333	0.2	0.053180
1.926667	0.2	0.054262
1.930000	0.2	0.055242
1.933333	0.2	0.055902
1.936667	0.2	0.057055
1.940000	0.2	0.059631
1.943333	0.2	0.064330
1.946667	0.2	0.072162
1.950000	0.2	0.084521
1.953333	0.2	0.103059
1.956667	0.2	0.130734
1.960000	0.2	0.173153
1.963333	0.2	0.237756
1.966667	0.2	0.330727
1.970000	0.2	0.454100
1.973333	0.2	0.603841
1.976667	0.2	0.768125
1.980000	0.2	0.926843
1.983333	0.2	1.053784
1.986667	0.2	1.121225
1.990000	0.2	1.105400
1.993333	0.2	0.991230
1.996667	0.2	0.775757
2.000000	0.2	0.470002
2.003333	0.2	0.098012
2.006667	0.2	-0.307580
2.010000	0.2	-0.711684
2.013333	0.2	-1.082140
2.016667	0.2	-1.393485
2.020000	0.2	-1.629203
2.023333	0.2	-1.782308
2.026667	0.2	-1.854710
2.030000	0.2	-1.856156
2.033333	0.2	-1.802102
2.036667	0.2	-1.710268
2.040000	0.2	-1.597510
2.043333	0.2	-1.477934
2.046667	0.2	-1.361721
2.050000	0.2	-1.254302
2.053333	0.2	-1.156210
2.056667	0.2	-1.064489
2.060000	0.2	-0.975106
2.063333	0.2	-0.884364
2.066667	0.2	-0.789400
2.070000	0.2	-0.688982
2.073333	0.2	-0.583839
2.076667	0.2	-0.476105
2.080000	0.2	-0.368879
2.083333	0.2	-0.265781
2.086667	0.2	-0.170268
2.090000	0.2	-0.085255
2.093333	0.2	-0.012989
2.096667	0.2	0.045273
2.100000	0.2	0.089730
2.103333	0.2	0.122047
2.106667	0.2	0.145063
2.110000	0.2	0.162432
2.113333	0.2	0.177504
2.116667	0.2	0.192342
2.120000	0.2	0.208061
2.123333	0.2	0.225402
2.126667	0.2	0.244781
2.130000	0.2	0.266216
2.133333	0.2	0.289606
2.136667	0.2	0.315257
2.140000	0.2	0.343724
2.143333	0.2	0.374912
2.146667	0.2	0.407566
2.150000	0.2	0.439721
2.153333	0.2	0.469571
2.156667	0.2	0.495806
2.160000	0.2	0.517283
2.163333	0.2	0.532954
2.166667	0.2	0.542259
2.170000	0.2	0.545283
2.173333	0.2	0.542612
2.176667	0.2	0.535404
2.180000	0.2	0.525280
2.183333	0.2	0.513629
2.186667	0.2	0.501450
2.190000	0.2	0.489884
2.193333	0.2	0.480297
2.196667	0.2	0.473886
2.200000	0.2	0.471064
2.203333	0.2	0.471073
2.206667	0.2	0.472519
2.210000	0.2	0.474100
2.213333	0.2	0.474795
2.216667	0.2	0.474012
2.220000	0.2	0.471615
2.223333	0.2	0.467561
2.226667	0.2	0.461734
2.230000	0.2	0.454240
2.233333	0.2	0.445727
2.236667	0.2	0.437388
2.240000	0.2	0.430841
2.243333	0.2	0.427866
2.246667	0.2	0.429686
2.250000	0.2	0.436645
2.253333	0.2	0.448806
2.256667	0.2	0.466466
2.260000	0.2	0.490328
2.263333	0.2	0.521142
2.266667	0.2	0.558633
2.270000	0.2	0.601287
2.273333	0.2	0.647430
2.276667	0.2	0.695845
2.280000	0.2	0.745426
2.283333	0.2	0.794719
2.286667	0.2	0.841351
2.290000	0.2	0.881980
2.293333	0.2	0.913494
2.296667	0.2	0.933967
2.300000	0.2	0.942618
2.303333	0.2	0.939701
2.306667	0.2	0.926022
2.310000	0.2	0.902532
2.313333	0.2	0.870941
2.316667	0.2	0.834012
2.320000	0.2	0.794619
2.323333	0.2	0.754964
2.326667	0.2	0.716635
2.330000	0.2	0.680487
2.333333	0.2	0.646525
2.336667	0.2	0.614875
2.340000	0.2	0.586587
2.343333	0.2	0.562623
2.346667	0.2	0.542453
2.350000	0.2	0.524341
2.353333	0.2	0.506716
2.356667	0.2	0.489140
2.360000	0.2	0.472069
2.363333	0.2	0.455843
2.366667	0.2	0.440444
2.370000	0.2	0.425948
2.373333	0.2	0.412639
2.376667	0.2	0.400837
2.380000	0.2	0.390683
2.383333	0.2	0.382169
2.386667	0.2	0.375405
2.390000	0.2	0.370640
2.393333	0.2	0.368115
2.396667	0.2	0.368089
2.400000	0.2	0.370695
2.403333	0.2	0.375807
2.406667	0.2	0.383167
2.410000	0.2	0.392331
2.413333	0.2	0.402573
2.416667	0.2	0.413365
2.420000	0.2	0.424635
2.423333	0.2	0.436064
2.426667	0.2	0.446669
2.430000	0.2	0.455044
2.433333	0.2	0.459818
2.436667	0.2	0.460343
2.440000	0.2	0.456922
2.443333	0.2	0.450237
2.446667	0.2	0.440821
2.450000	0.2	0.428998
2.453333	0.2	0.415079
2.456667	0.2	0.399510
2.460000	0.2	0.383207
2.463333	0.2	0.367520
2.466667	0.2	0.353288
2.470000	0.2	0.340333
2.473333	0.2	0.328150
2.476667	0.2	0.316872
2.480000	0.2	0.307526
2.483333	0.2	0.301220
2.486667	0.2	0.298366
2.490000	0.2	0.298920
2.493333	0.2	0.302782
2.496667	0.2	0.309578
2.500000	0.2	0.318530
2.503333	0.2	0.329041
2.506667	0.2	0.341165
2.510000	0.2	0.354977
2.513333	0.2	0.369768
2.516667	0.2	0.384323
2.520000	0.2	0.397586
2.523333	0.2	0.408905
2.526667	0.2	0.418022
2.530000	0.2	0.424886
2.533333	0.2	0.429693
2.536667	0.2	0.433178
2.540000	0.2	0.436503
2.543333	0.2	0.440823
2.546667	0.2	0.447208
2.550000	0.2	0.457125
2.553333	0.2	0.472609
2.556667	0.2	0.495450
2.560000	0.2	0.526833
2.563333	0.2	0.568017
2.566667	0.2	0.620237
2.570000	0.2	0.684069
2.573333	0.2	0.759750
2.576667	0.2	0.847535
2.580000	0.2	0.947303
2.583333	0.2	1.058258
2.586667	0.2	1.179194
2.590000	0.2	1.308778
2.593333	0.2	1.445305
2.596667	0.2	1.586294
2.600000	0.2	1.728788
2.603333	0.2	1.870286
2.606667	0.2	2.009183
2.610000	0.2	2.144315
2.613333	0.2	2.274357
2.616667	0.2	2.397549
2.620000	0.2	2.511792
2.623333	0.2	2.615357
2.626667	0.2	2.707559
2.630000	0.2	2.788385
2.633333	0.2	2.857549
2.636667	0.2	2.914259
2.640000	0.2	2.957935
2.643333	0.2	2.988875
2.646667	0.2	3.007863
2.650000	0.2	3.015205
2.653333	0.2	3.010867
2.656667	0.2	2.995520
2.660000	0.2	2.970584
2.663333	0.2	2.937306
2.666667	0.2	2.896584
2.670000	0.2	2.849377
2.673333	0.2	2.796626
2.676667	0.2	2.739010
2.680000	0.2	2.677202
2.683333	0.2	2.612373
2.686667	0.2	2.546011
2.690000	0.2	2.479070
2.693333	0.2	2.411856
2.696667	0.2	2.344622
2.700000	0.2	2.277599
2.703333	0.2	2.210834
2.706667	0.2	2.144649
2.710000	0.2	2.080010
2.713333	0.2	2.017926
2.716667	0.2	1.958615
2.720000	0.2	1.901589
2.723333	0.2	1.846419
2.726667	0.2	1.793141
2.730000	0.2	1.742074
2.733333	0.2	1.693628
2.736667	0.2	1.648183
2.740000	0.2	1.605724
2.743333	0.2	1.565587
2.746667	0.2	1.526746
2.750000	0.2	1.488349
2.753333	0.2	1.450125
2.756667	0.2	1.412412
2.760000	0.2	1.375834
2.763333	0.2	1.340851
2.766667	0.2	1.307513
2.770000	0.2	1.275406
2.773333	0.2	1.243622
2.776667	0.2	1.211311
2.780000	0.2	1.178516
2.783333	0.2	1.146034
2.786667	0.2	1.114584
2.790000	0.2	1.084410
2.793333	0.2	1.055438
2.796667	0.2	1.027656
2.800000	0.2	1.001317
2.803333	0.2	0.976615
2.806667	0.2	0.953256
2.810000	0.2	0.930655
2.813333	0.2	0.908530
2.816667	0.2	0.887152
2.820000	0.2	0.867178
2.823333	0.2	0.849347
2.826667	0.2	0.834115
2.830000	0.2	0.821245
2.833333	0.2	0.809792
2.836667	0.2	0.798754
2.840000	0.2	0.787582
2.843333	0.2	0.775960
2.846667	0.2	0.763481
2.850000	0.2	0.749928
2.853333	0.2	0.735894
2.856667	0.2	0.722644
2.860000	0.2	0.710955
2.863333	0.2	0.700581
2.866667	0.2	0.691076
2.870000	0.2	0.682293
2.873333	0.2	0.674020
2.876667	0.2	0.666109
2.880000	0.2	0.658873
2.883333	0.2	0.652863
2.886667	0.2	0.648470
2.890000	0.2	0.645670
2.893333	0.2	0.643821
2.896667	0.2	0.641912
2.900000	0.2	0.639202
2.903333	0.2	0.635433
2.906667	0.2	0.630607
2.910000	0.2	0.624863
2.913333	0.2	0.618146
2.916667	0.2	0.609778
2.920000	0.2	0.599113
2.923333	0.2	0.586705
2.926667	0.2	0.574021
2.930000	0.2	0.561961
2.933333	0.2	0.550372
2.936667	0.2	0.538769
2.940000	0.2	0.526744
2.943333	0.2	0.514163
2.946667	0.2	0.501377
2.950000	0.2	0.488621
2.953333	0.2	0.475635
2.956667	0.2	0.462430
2.960000	0.2	0.449734
2.963333	0.2	0.438414
2.966667	0.2	0.428735
2.970000	0.2	0.420405
2.973333	0.2	0.413442
2.976667	0.2	0.408336
2.980000	0.2	0.405351
2.983333	0.2	0.404804
2.986667	0.2	0.408029
2.990000	0.2	0.417357
2.993333	0.2	0.435599
2.996667	0.2	0.466192
3.000000	0.2	0.513967
3.003333	0.2	0.585515
3.006667	0.2	0.688880
3.010000	0.2	0.833560
3.013333	0.2	1.030948
3.016667	0.2	1.294228
3.020000	0.2	1.637449
3.023333	0.2	2.074811
3.026667	0.2	2.620537
3.030000	0.2	3.288274
3.033333	0.2	4.089492
3.036667	0.2	5.031460
3.040000	0.2	6.115048
3.043333	0.2	7.332847
