File Path	chrom://thermoelectronn/ChromeleonLocal/Hunter/Alex V/OA Runs/11-2022 OA Column/OA and AA (mM) Standards.seq/219.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	WH 9
Injection Number	249
Position	RB2
Comment	
Processing Method	New Processing Method
Instrument Method	Final-Optomized-OA-Column-SCFA-Method
Type	Unknown
Status	Finished
Injection Date	2/2/2023
Injection Time	10:34:48 PM
Injection Volume (µl)	6.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	32.000000
Data Points	9601
Detector	UV
Generating Data System	Chromeleon 7.2.4.8179
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-1.657786
Signal Max.	5.092647
Channel	UV_VIS_1
Driver Name	MWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:210 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
0.333333	0.2	-0.005036
0.336667	0.2	-0.005041
0.340000	0.2	-0.004833
0.343333	0.2	-0.003749
0.346667	0.2	-0.001731
0.350000	0.2	0.000665
0.353333	0.2	0.002927
0.356667	0.2	0.004963
0.360000	0.2	0.006890
0.363333	0.2	0.008563
0.366667	0.2	0.009555
0.370000	0.2	0.009587
0.373333	0.2	0.008796
0.376667	0.2	0.007447
0.380000	0.2	0.005708
0.383333	0.2	0.003839
0.386667	0.2	0.002118
0.390000	0.2	0.000803
0.393333	0.2	0.000167
0.396667	0.2	0.000024
0.400000	0.2	-0.000143
0.403333	0.2	-0.000409
0.406667	0.2	-0.000581
0.410000	0.2	-0.000886
0.413333	0.2	-0.001702
0.416667	0.2	-0.002684
0.420000	0.2	-0.002992
0.423333	0.2	-0.002260
0.426667	0.2	-0.000576
0.430000	0.2	0.002003
0.433333	0.2	0.005082
0.436667	0.2	0.007662
0.440000	0.2	0.008804
0.443333	0.2	0.008283
0.446667	0.2	0.006637
0.450000	0.2	0.004998
0.453333	0.2	0.004492
0.456667	0.2	0.005214
0.460000	0.2	0.006092
0.463333	0.2	0.006045
0.466667	0.2	0.005037
0.470000	0.2	0.004064
0.473333	0.2	0.004121
0.476667	0.2	0.005204
0.480000	0.2	0.006552
0.483333	0.2	0.007472
0.486667	0.2	0.007843
0.490000	0.2	0.008313
0.493333	0.2	0.009476
0.496667	0.2	0.010833
0.500000	0.2	0.011577
0.503333	0.2	0.011754
0.506667	0.2	0.011782
0.510000	0.2	0.011798
0.513333	0.2	0.011861
0.516667	0.2	0.012111
0.520000	0.2	0.012583
0.523333	0.2	0.013177
0.526667	0.2	0.013686
0.530000	0.2	0.013690
0.533333	0.2	0.012738
0.536667	0.2	0.010901
0.540000	0.2	0.009109
0.543333	0.2	0.008579
0.546667	0.2	0.009571
0.550000	0.2	0.011017
0.553333	0.2	0.011689
0.556667	0.2	0.011282
0.560000	0.2	0.010270
0.563333	0.2	0.009313
0.566667	0.2	0.008863
0.570000	0.2	0.008864
0.573333	0.2	0.008903
0.576667	0.2	0.008820
0.580000	0.2	0.008668
0.583333	0.2	0.008437
0.586667	0.2	0.008580
0.590000	0.2	0.009984
0.593333	0.2	0.012606
0.596667	0.2	0.014922
0.600000	0.2	0.015329
0.603333	0.2	0.013696
0.606667	0.2	0.011259
0.610000	0.2	0.009301
0.613333	0.2	0.008252
0.616667	0.2	0.007838
0.620000	0.2	0.007662
0.623333	0.2	0.007571
0.626667	0.2	0.007712
0.630000	0.2	0.008365
0.633333	0.2	0.009648
0.636667	0.2	0.011167
0.640000	0.2	0.012048
0.643333	0.2	0.011644
0.646667	0.2	0.010094
0.650000	0.2	0.008101
0.653333	0.2	0.006420
0.656667	0.2	0.005425
0.660000	0.2	0.005173
0.663333	0.2	0.005917
0.666667	0.2	0.007967
0.670000	0.2	0.010887
0.673333	0.2	0.013413
0.676667	0.2	0.014294
0.680000	0.2	0.013174
0.683333	0.2	0.010780
0.686667	0.2	0.008289
0.690000	0.2	0.006472
0.693333	0.2	0.005387
0.696667	0.2	0.004873
0.700000	0.2	0.004978
0.703333	0.2	0.005510
0.706667	0.2	0.005908
0.710000	0.2	0.006167
0.713333	0.2	0.006945
0.716667	0.2	0.008493
0.720000	0.2	0.010271
0.723333	0.2	0.011536
0.726667	0.2	0.012005
0.730000	0.2	0.012091
0.733333	0.2	0.012169
0.736667	0.2	0.011803
0.740000	0.2	0.010549
0.743333	0.2	0.009071
0.746667	0.2	0.008514
0.750000	0.2	0.009214
0.753333	0.2	0.010669
0.756667	0.2	0.012235
0.760000	0.2	0.013404
0.763333	0.2	0.013984
0.766667	0.2	0.014283
0.770000	0.2	0.014780
0.773333	0.2	0.015657
0.776667	0.2	0.016761
0.780000	0.2	0.017682
0.783333	0.2	0.017812
0.786667	0.2	0.016855
0.790000	0.2	0.015312
0.793333	0.2	0.014253
0.796667	0.2	0.014780
0.800000	0.2	0.017309
0.803333	0.2	0.021014
0.806667	0.2	0.024458
0.810000	0.2	0.026762
0.813333	0.2	0.027911
0.816667	0.2	0.028247
0.820000	0.2	0.027961
0.823333	0.2	0.027099
0.826667	0.2	0.025885
0.830000	0.2	0.024615
0.833333	0.2	0.023295
0.836667	0.2	0.021925
0.840000	0.2	0.020927
0.843333	0.2	0.020613
0.846667	0.2	0.020423
0.850000	0.2	0.019384
0.853333	0.2	0.017250
0.856667	0.2	0.014772
0.860000	0.2	0.012958
0.863333	0.2	0.012400
0.866667	0.2	0.013275
0.870000	0.2	0.015473
0.873333	0.2	0.018458
0.876667	0.2	0.021474
0.880000	0.2	0.023996
0.883333	0.2	0.025720
0.886667	0.2	0.026301
0.890000	0.2	0.025419
0.893333	0.2	0.023062
0.896667	0.2	0.019903
0.900000	0.2	0.017264
0.903333	0.2	0.016187
0.906667	0.2	0.016817
0.910000	0.2	0.018741
0.913333	0.2	0.021351
0.916667	0.2	0.024084
0.920000	0.2	0.026787
0.923333	0.2	0.029624
0.926667	0.2	0.032300
0.930000	0.2	0.033831
0.933333	0.2	0.033523
0.936667	0.2	0.031870
0.940000	0.2	0.030288
0.943333	0.2	0.029957
0.946667	0.2	0.030781
0.950000	0.2	0.031754
0.953333	0.2	0.032357
0.956667	0.2	0.032943
0.960000	0.2	0.033988
0.963333	0.2	0.035578
0.966667	0.2	0.037395
0.970000	0.2	0.038995
0.973333	0.2	0.040169
0.976667	0.2	0.040947
0.980000	0.2	0.041485
0.983333	0.2	0.041897
0.986667	0.2	0.041904
0.990000	0.2	0.041112
0.993333	0.2	0.039832
0.996667	0.2	0.038907
1.000000	0.2	0.038844
1.003333	0.2	0.039551
1.006667	0.2	0.040517
1.010000	0.2	0.041027
1.013333	0.2	0.040616
1.016667	0.2	0.039425
1.020000	0.2	0.037799
1.023333	0.2	0.035902
1.026667	0.2	0.033923
1.030000	0.2	0.032210
1.033333	0.2	0.031107
1.036667	0.2	0.030689
1.040000	0.2	0.030530
1.043333	0.2	0.030115
1.046667	0.2	0.029724
1.050000	0.2	0.030326
1.053333	0.2	0.032181
1.056667	0.2	0.034256
1.060000	0.2	0.035503
1.063333	0.2	0.036010
1.066667	0.2	0.036498
1.070000	0.2	0.037558
1.073333	0.2	0.039612
1.076667	0.2	0.042609
1.080000	0.2	0.045630
1.083333	0.2	0.047568
1.086667	0.2	0.048131
1.090000	0.2	0.047826
1.093333	0.2	0.047177
1.096667	0.2	0.046287
1.100000	0.2	0.045095
1.103333	0.2	0.043756
1.106667	0.2	0.042545
1.110000	0.2	0.041359
1.113333	0.2	0.039829
1.116667	0.2	0.038071
1.120000	0.2	0.036887
1.123333	0.2	0.037126
1.126667	0.2	0.038985
1.130000	0.2	0.042046
1.133333	0.2	0.045644
1.136667	0.2	0.048939
1.140000	0.2	0.051082
1.143333	0.2	0.051824
1.146667	0.2	0.051863
1.150000	0.2	0.052182
1.153333	0.2	0.052975
1.156667	0.2	0.053474
1.160000	0.2	0.052856
1.163333	0.2	0.051271
1.166667	0.2	0.049897
1.170000	0.2	0.049718
1.173333	0.2	0.050453
1.176667	0.2	0.051101
1.180000	0.2	0.051143
1.183333	0.2	0.050780
1.186667	0.2	0.050410
1.190000	0.2	0.050480
1.193333	0.2	0.051450
1.196667	0.2	0.053131
1.200000	0.2	0.054452
1.203333	0.2	0.054548
1.206667	0.2	0.053697
1.210000	0.2	0.052910
1.213333	0.2	0.052993
1.216667	0.2	0.053901
1.220000	0.2	0.054789
1.223333	0.2	0.054964
1.226667	0.2	0.054550
1.230000	0.2	0.053928
1.233333	0.2	0.053224
1.236667	0.2	0.052784
1.240000	0.2	0.053242
1.243333	0.2	0.054625
1.246667	0.2	0.056306
1.250000	0.2	0.057893
1.253333	0.2	0.059301
1.256667	0.2	0.060480
1.260000	0.2	0.061628
1.263333	0.2	0.063031
1.266667	0.2	0.064545
1.270000	0.2	0.065548
1.273333	0.2	0.065370
1.276667	0.2	0.063795
1.280000	0.2	0.061299
1.283333	0.2	0.058890
1.286667	0.2	0.057661
1.290000	0.2	0.058212
1.293333	0.2	0.060198
1.296667	0.2	0.062410
1.300000	0.2	0.063515
1.303333	0.2	0.063148
1.306667	0.2	0.062335
1.310000	0.2	0.062486
1.313333	0.2	0.064087
1.316667	0.2	0.066487
1.320000	0.2	0.068519
1.323333	0.2	0.069368
1.326667	0.2	0.069154
1.330000	0.2	0.068669
1.333333	0.2	0.068599
1.336667	0.2	0.068951
1.340000	0.2	0.069113
1.343333	0.2	0.068617
1.346667	0.2	0.067609
1.350000	0.2	0.066570
1.353333	0.2	0.065990
1.356667	0.2	0.066177
1.360000	0.2	0.067180
1.363333	0.2	0.068742
1.366667	0.2	0.070154
1.370000	0.2	0.070721
1.373333	0.2	0.070572
1.376667	0.2	0.070480
1.380000	0.2	0.070825
1.383333	0.2	0.071146
1.386667	0.2	0.070817
1.390000	0.2	0.069770
1.393333	0.2	0.068469
1.396667	0.2	0.067424
1.400000	0.2	0.066862
1.403333	0.2	0.066724
1.406667	0.2	0.066843
1.410000	0.2	0.066986
1.413333	0.2	0.066822
1.416667	0.2	0.066240
1.420000	0.2	0.065754
1.423333	0.2	0.065987
1.426667	0.2	0.066667
1.430000	0.2	0.066820
1.433333	0.2	0.066068
1.436667	0.2	0.065085
1.440000	0.2	0.064806
1.443333	0.2	0.065671
1.446667	0.2	0.067498
1.450000	0.2	0.069649
1.453333	0.2	0.071320
1.456667	0.2	0.071981
1.460000	0.2	0.071813
1.463333	0.2	0.071662
1.466667	0.2	0.072441
1.470000	0.2	0.074314
1.473333	0.2	0.076450
1.476667	0.2	0.077844
1.480000	0.2	0.078052
1.483333	0.2	0.077151
1.486667	0.2	0.075480
1.490000	0.2	0.073358
1.493333	0.2	0.071032
1.496667	0.2	0.069052
1.500000	0.2	0.068193
1.503333	0.2	0.068724
1.506667	0.2	0.070359
1.510000	0.2	0.072787
1.513333	0.2	0.075672
1.516667	0.2	0.078503
1.520000	0.2	0.080669
1.523333	0.2	0.081685
1.526667	0.2	0.081756
1.530000	0.2	0.081836
1.533333	0.2	0.082635
1.536667	0.2	0.083997
1.540000	0.2	0.085464
1.543333	0.2	0.086708
1.546667	0.2	0.087225
1.550000	0.2	0.086434
1.553333	0.2	0.084429
1.556667	0.2	0.082148
1.560000	0.2	0.080600
1.563333	0.2	0.080223
1.566667	0.2	0.080851
1.570000	0.2	0.081768
1.573333	0.2	0.081897
1.576667	0.2	0.080716
1.580000	0.2	0.079079
1.583333	0.2	0.078387
1.586667	0.2	0.079032
1.590000	0.2	0.080331
1.593333	0.2	0.081406
1.596667	0.2	0.081634
1.600000	0.2	0.081110
1.603333	0.2	0.080695
1.606667	0.2	0.081065
1.610000	0.2	0.082181
1.613333	0.2	0.083655
1.616667	0.2	0.085061
1.620000	0.2	0.086054
1.623333	0.2	0.086390
1.626667	0.2	0.085766
1.630000	0.2	0.083867
1.633333	0.2	0.080780
1.636667	0.2	0.077254
1.640000	0.2	0.074444
1.643333	0.2	0.073243
1.646667	0.2	0.073644
1.650000	0.2	0.074673
1.653333	0.2	0.075138
1.656667	0.2	0.074597
1.660000	0.2	0.073498
1.663333	0.2	0.072565
1.666667	0.2	0.072407
1.670000	0.2	0.073544
1.673333	0.2	0.076016
1.676667	0.2	0.078746
1.680000	0.2	0.080291
1.683333	0.2	0.080429
1.686667	0.2	0.080046
1.690000	0.2	0.079734
1.693333	0.2	0.079432
1.696667	0.2	0.079231
1.700000	0.2	0.079712
1.703333	0.2	0.081234
1.706667	0.2	0.083303
1.710000	0.2	0.084767
1.713333	0.2	0.084585
1.716667	0.2	0.082876
1.720000	0.2	0.081172
1.723333	0.2	0.080941
1.726667	0.2	0.082157
1.730000	0.2	0.083765
1.733333	0.2	0.084956
1.736667	0.2	0.085715
1.740000	0.2	0.086462
1.743333	0.2	0.087366
1.746667	0.2	0.088132
1.750000	0.2	0.088471
1.753333	0.2	0.088309
1.756667	0.2	0.087671
1.760000	0.2	0.086832
1.763333	0.2	0.086202
1.766667	0.2	0.085961
1.770000	0.2	0.085981
1.773333	0.2	0.085758
1.776667	0.2	0.084647
1.780000	0.2	0.082539
1.783333	0.2	0.080037
1.786667	0.2	0.077998
1.790000	0.2	0.077078
1.793333	0.2	0.077405
1.796667	0.2	0.078712
1.800000	0.2	0.080642
1.803333	0.2	0.082516
1.806667	0.2	0.083477
1.810000	0.2	0.083434
1.813333	0.2	0.083190
1.816667	0.2	0.083252
1.820000	0.2	0.083383
1.823333	0.2	0.083369
1.826667	0.2	0.083240
1.830000	0.2	0.082956
1.833333	0.2	0.082530
1.836667	0.2	0.082099
1.840000	0.2	0.081894
1.843333	0.2	0.082171
1.846667	0.2	0.082884
1.850000	0.2	0.083865
1.853333	0.2	0.085332
1.856667	0.2	0.087506
1.860000	0.2	0.089865
1.863333	0.2	0.091177
1.866667	0.2	0.090341
1.870000	0.2	0.087238
1.873333	0.2	0.082775
1.876667	0.2	0.078290
1.880000	0.2	0.074910
1.883333	0.2	0.073068
1.886667	0.2	0.072537
1.890000	0.2	0.072855
1.893333	0.2	0.073588
1.896667	0.2	0.074414
1.900000	0.2	0.075264
1.903333	0.2	0.076339
1.906667	0.2	0.077880
1.910000	0.2	0.079838
1.913333	0.2	0.081951
1.916667	0.2	0.084416
1.920000	0.2	0.088196
1.923333	0.2	0.094302
1.926667	0.2	0.103090
1.930000	0.2	0.114370
1.933333	0.2	0.127741
1.936667	0.2	0.142828
1.940000	0.2	0.159529
1.943333	0.2	0.178264
1.946667	0.2	0.200051
1.950000	0.2	0.226396
1.953333	0.2	0.259086
1.956667	0.2	0.300207
1.960000	0.2	0.352958
1.963333	0.2	0.422356
1.966667	0.2	0.513940
1.970000	0.2	0.630782
1.973333	0.2	0.770535
1.976667	0.2	0.923316
1.980000	0.2	1.070749
1.983333	0.2	1.187418
1.986667	0.2	1.245585
1.990000	0.2	1.221493
1.993333	0.2	1.100878
1.996667	0.2	0.882307
2.000000	0.2	0.577837
2.003333	0.2	0.211347
2.006667	0.2	-0.185096
2.010000	0.2	-0.576718
2.013333	0.2	-0.932006
2.016667	0.2	-1.227114
2.020000	0.2	-1.447947
2.023333	0.2	-1.590034
2.026667	0.2	-1.656815
2.030000	0.2	-1.657786
2.033333	0.2	-1.607188
2.036667	0.2	-1.522245
2.040000	0.2	-1.420569
2.043333	0.2	-1.317152
2.046667	0.2	-1.221841
2.050000	0.2	-1.138503
2.053333	0.2	-1.066070
2.056667	0.2	-1.000628
2.060000	0.2	-0.937482
2.063333	0.2	-0.872215
2.066667	0.2	-0.801058
2.070000	0.2	-0.721562
2.073333	0.2	-0.633575
2.076667	0.2	-0.539668
2.080000	0.2	-0.444196
2.083333	0.2	-0.351548
2.086667	0.2	-0.265016
2.090000	0.2	-0.186656
2.093333	0.2	-0.117623
2.096667	0.2	-0.058618
2.100000	0.2	-0.010028
2.103333	0.2	0.028575
2.106667	0.2	0.058845
2.110000	0.2	0.082937
2.113333	0.2	0.102589
2.116667	0.2	0.119145
2.120000	0.2	0.133895
2.123333	0.2	0.148179
2.126667	0.2	0.163478
2.130000	0.2	0.181304
2.133333	0.2	0.202654
2.136667	0.2	0.227615
2.140000	0.2	0.255725
2.143333	0.2	0.286595
2.146667	0.2	0.320007
2.150000	0.2	0.355823
2.153333	0.2	0.393766
2.156667	0.2	0.432859
2.160000	0.2	0.471729
2.163333	0.2	0.509711
2.166667	0.2	0.546847
2.170000	0.2	0.583194
2.173333	0.2	0.618834
2.176667	0.2	0.654172
2.180000	0.2	0.690017
2.183333	0.2	0.727576
2.186667	0.2	0.768226
2.190000	0.2	0.812832
2.193333	0.2	0.861087
2.196667	0.2	0.911630
2.200000	0.2	0.962712
2.203333	0.2	1.012896
2.206667	0.2	1.061388
2.210000	0.2	1.107516
2.213333	0.2	1.149701
2.216667	0.2	1.185301
2.220000	0.2	1.211728
2.223333	0.2	1.227765
2.226667	0.2	1.233798
2.230000	0.2	1.230769
2.233333	0.2	1.219408
2.236667	0.2	1.200299
2.240000	0.2	1.173845
2.243333	0.2	1.140351
2.246667	0.2	1.100800
2.250000	0.2	1.057361
2.253333	0.2	1.012809
2.256667	0.2	0.969664
2.260000	0.2	0.929734
2.263333	0.2	0.893847
2.266667	0.2	0.861960
2.270000	0.2	0.833824
2.273333	0.2	0.809722
2.276667	0.2	0.790445
2.280000	0.2	0.776431
2.283333	0.2	0.767286
2.286667	0.2	0.762006
2.290000	0.2	0.759024
2.293333	0.2	0.756264
2.296667	0.2	0.751587
2.300000	0.2	0.743259
2.303333	0.2	0.730351
2.306667	0.2	0.712759
2.310000	0.2	0.690715
2.313333	0.2	0.664690
2.316667	0.2	0.635785
2.320000	0.2	0.605473
2.323333	0.2	0.574711
2.326667	0.2	0.543747
2.330000	0.2	0.512753
2.333333	0.2	0.482600
2.336667	0.2	0.455081
2.340000	0.2	0.431906
2.343333	0.2	0.413501
2.346667	0.2	0.399008
2.350000	0.2	0.386939
2.353333	0.2	0.375930
2.356667	0.2	0.365278
2.360000	0.2	0.354701
2.363333	0.2	0.344074
2.366667	0.2	0.333551
2.370000	0.2	0.323379
2.373333	0.2	0.313487
2.376667	0.2	0.303441
2.380000	0.2	0.293012
2.383333	0.2	0.282694
2.386667	0.2	0.273137
2.390000	0.2	0.264301
2.393333	0.2	0.255867
2.396667	0.2	0.247996
2.400000	0.2	0.241103
2.403333	0.2	0.235481
2.406667	0.2	0.231555
2.410000	0.2	0.229799
2.413333	0.2	0.229971
2.416667	0.2	0.230779
2.420000	0.2	0.230637
2.423333	0.2	0.228809
2.426667	0.2	0.225686
2.430000	0.2	0.222245
2.433333	0.2	0.219489
2.436667	0.2	0.217980
2.440000	0.2	0.217556
2.443333	0.2	0.217367
2.446667	0.2	0.216076
2.450000	0.2	0.212376
2.453333	0.2	0.205706
2.456667	0.2	0.196420
2.460000	0.2	0.185534
2.463333	0.2	0.174257
2.466667	0.2	0.163249
2.470000	0.2	0.152709
2.473333	0.2	0.143471
2.476667	0.2	0.137082
2.480000	0.2	0.134240
2.483333	0.2	0.133761
2.486667	0.2	0.133587
2.490000	0.2	0.132501
2.493333	0.2	0.130456
2.496667	0.2	0.127931
2.500000	0.2	0.125548
2.503333	0.2	0.123685
2.506667	0.2	0.122071
2.510000	0.2	0.120314
2.513333	0.2	0.118757
2.516667	0.2	0.118341
2.520000	0.2	0.119830
2.523333	0.2	0.123412
2.526667	0.2	0.128863
2.530000	0.2	0.136019
2.533333	0.2	0.145165
2.536667	0.2	0.157028
2.540000	0.2	0.172676
2.543333	0.2	0.193450
2.546667	0.2	0.220776
2.550000	0.2	0.256057
2.553333	0.2	0.300745
2.556667	0.2	0.356270
2.560000	0.2	0.423727
2.563333	0.2	0.503725
2.566667	0.2	0.596657
2.570000	0.2	0.702994
2.573333	0.2	0.822890
2.576667	0.2	0.955361
2.580000	0.2	1.098766
2.583333	0.2	1.252228
2.586667	0.2	1.415444
2.590000	0.2	1.587043
2.593333	0.2	1.764205
2.596667	0.2	1.944056
2.600000	0.2	2.124446
2.603333	0.2	2.303179
2.606667	0.2	2.477402
2.610000	0.2	2.644181
2.613333	0.2	2.801241
2.616667	0.2	2.946929
2.620000	0.2	3.079868
2.623333	0.2	3.198934
2.626667	0.2	3.303330
2.630000	0.2	3.392579
2.633333	0.2	3.466531
2.636667	0.2	3.525484
2.640000	0.2	3.570381
2.643333	0.2	3.602462
2.646667	0.2	3.622502
2.650000	0.2	3.630839
2.653333	0.2	3.627945
2.656667	0.2	3.614249
2.660000	0.2	3.589608
2.663333	0.2	3.553764
2.666667	0.2	3.507610
2.670000	0.2	3.453631
2.673333	0.2	3.394628
2.676667	0.2	3.332036
2.680000	0.2	3.265624
2.683333	0.2	3.194789
2.686667	0.2	3.119804
2.690000	0.2	3.041626
2.693333	0.2	2.961283
2.696667	0.2	2.879891
2.700000	0.2	2.798520
2.703333	0.2	2.717829
2.706667	0.2	2.638120
2.710000	0.2	2.559576
2.713333	0.2	2.482332
2.716667	0.2	2.406316
2.720000	0.2	2.331137
2.723333	0.2	2.256463
2.726667	0.2	2.182635
2.730000	0.2	2.110844
2.733333	0.2	2.042421
2.736667	0.2	1.977738
2.740000	0.2	1.915939
2.743333	0.2	1.855795
2.746667	0.2	1.796726
2.750000	0.2	1.739305
2.753333	0.2	1.684789
2.756667	0.2	1.633603
2.760000	0.2	1.584515
2.763333	0.2	1.535925
2.766667	0.2	1.487442
2.770000	0.2	1.439683
2.773333	0.2	1.393353
2.776667	0.2	1.348940
2.780000	0.2	1.306548
2.783333	0.2	1.265595
2.786667	0.2	1.225118
2.790000	0.2	1.184677
2.793333	0.2	1.144821
2.796667	0.2	1.106486
2.800000	0.2	1.070134
2.803333	0.2	1.035810
2.806667	0.2	1.003450
2.810000	0.2	0.972606
2.813333	0.2	0.942478
2.816667	0.2	0.912432
2.820000	0.2	0.882433
2.823333	0.2	0.853233
2.826667	0.2	0.825727
2.830000	0.2	0.800126
2.833333	0.2	0.776200
2.836667	0.2	0.753879
2.840000	0.2	0.733138
2.843333	0.2	0.713659
2.846667	0.2	0.694908
2.850000	0.2	0.676414
2.853333	0.2	0.658219
2.856667	0.2	0.640855
2.860000	0.2	0.624392
2.863333	0.2	0.608058
2.866667	0.2	0.591107
2.870000	0.2	0.573845
2.873333	0.2	0.557630
2.876667	0.2	0.543506
2.880000	0.2	0.531102
2.883333	0.2	0.519360
2.886667	0.2	0.507839
2.890000	0.2	0.496824
2.893333	0.2	0.486478
2.896667	0.2	0.476522
2.900000	0.2	0.466898
2.903333	0.2	0.458081
2.906667	0.2	0.450331
2.910000	0.2	0.442995
2.913333	0.2	0.434859
2.916667	0.2	0.425306
2.920000	0.2	0.415095
2.923333	0.2	0.405762
2.926667	0.2	0.398169
2.930000	0.2	0.391796
2.933333	0.2	0.385488
2.936667	0.2	0.378481
2.940000	0.2	0.370495
2.943333	0.2	0.361727
2.946667	0.2	0.353018
2.950000	0.2	0.345244
2.953333	0.2	0.338465
2.956667	0.2	0.332126
2.960000	0.2	0.325774
2.963333	0.2	0.319174
2.966667	0.2	0.312225
2.970000	0.2	0.305254
2.973333	0.2	0.298941
2.976667	0.2	0.293632
2.980000	0.2	0.288981
2.983333	0.2	0.284578
2.986667	0.2	0.280660
2.990000	0.2	0.277753
2.993333	0.2	0.275870
2.996667	0.2	0.274474
3.000000	0.2	0.273243
3.003333	0.2	0.272700
3.006667	0.2	0.273909
3.010000	0.2	0.277795
3.013333	0.2	0.284910
3.016667	0.2	0.295491
3.020000	0.2	0.309532
3.023333	0.2	0.326874
3.026667	0.2	0.347317
3.030000	0.2	0.370702
3.033333	0.2	0.396860
3.036667	0.2	0.425582
