File Path	chrom://thermoelectronn/ChromeleonLocal/Hunter/Alex V/OA Runs/11-2022 OA Column/OA and AA (mM) Standards.seq/407.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	WH 7
Injection Number	247
Position	RA8
Comment	
Processing Method	New Processing Method
Instrument Method	Final-Optomized-OA-Column-SCFA-Method
Type	Unknown
Status	Finished
Injection Date	2/2/2023
Injection Time	9:28:41 PM
Injection Volume (µl)	6.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	32.000000
Data Points	9601
Detector	UV
Generating Data System	Chromeleon 7.2.4.8179
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-1.748671
Signal Max.	134.328052
Channel	UV_VIS_1
Driver Name	MWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:210 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
0.286667	0.2	-0.003662
0.290000	0.2	-0.003792
0.293333	0.2	-0.004377
0.296667	0.2	-0.004749
0.300000	0.2	-0.004187
0.303333	0.2	-0.002376
0.306667	0.2	0.000313
0.310000	0.2	0.002991
0.313333	0.2	0.004990
0.316667	0.2	0.006199
0.320000	0.2	0.006647
0.323333	0.2	0.006338
0.326667	0.2	0.005276
0.330000	0.2	0.003339
0.333333	0.2	0.000594
0.336667	0.2	-0.002311
0.340000	0.2	-0.004596
0.343333	0.2	-0.005972
0.346667	0.2	-0.006550
0.350000	0.2	-0.006506
0.353333	0.2	-0.005799
0.356667	0.2	-0.004158
0.360000	0.2	-0.001583
0.363333	0.2	0.001378
0.366667	0.2	0.003909
0.370000	0.2	0.005394
0.373333	0.2	0.005882
0.376667	0.2	0.005979
0.380000	0.2	0.006220
0.383333	0.2	0.006838
0.386667	0.2	0.007706
0.390000	0.2	0.008194
0.393333	0.2	0.007744
0.396667	0.2	0.006563
0.400000	0.2	0.005057
0.403333	0.2	0.003082
0.406667	0.2	0.000578
0.410000	0.2	-0.001619
0.413333	0.2	-0.002336
0.416667	0.2	-0.001145
0.420000	0.2	0.001245
0.423333	0.2	0.003667
0.426667	0.2	0.005618
0.430000	0.2	0.007211
0.433333	0.2	0.008236
0.436667	0.2	0.008224
0.440000	0.2	0.007168
0.443333	0.2	0.005629
0.446667	0.2	0.004106
0.450000	0.2	0.002643
0.453333	0.2	0.001299
0.456667	0.2	0.000474
0.460000	0.2	0.000626
0.463333	0.2	0.001945
0.466667	0.2	0.003932
0.470000	0.2	0.005355
0.473333	0.2	0.005105
0.476667	0.2	0.003058
0.480000	0.2	0.000155
0.483333	0.2	-0.002214
0.486667	0.2	-0.003075
0.490000	0.2	-0.002305
0.493333	0.2	-0.000451
0.496667	0.2	0.001598
0.500000	0.2	0.002894
0.503333	0.2	0.002825
0.506667	0.2	0.001586
0.510000	0.2	0.000213
0.513333	0.2	-0.000260
0.516667	0.2	0.000291
0.520000	0.2	0.001294
0.523333	0.2	0.002092
0.526667	0.2	0.002137
0.530000	0.2	0.001298
0.533333	0.2	-0.000082
0.536667	0.2	-0.001778
0.540000	0.2	-0.003628
0.543333	0.2	-0.004955
0.546667	0.2	-0.004945
0.550000	0.2	-0.003425
0.553333	0.2	-0.001014
0.556667	0.2	0.001304
0.560000	0.2	0.002930
0.563333	0.2	0.004006
0.566667	0.2	0.004737
0.570000	0.2	0.004649
0.573333	0.2	0.003153
0.576667	0.2	0.000691
0.580000	0.2	-0.001380
0.583333	0.2	-0.002103
0.586667	0.2	-0.001604
0.590000	0.2	-0.000634
0.593333	0.2	0.000084
0.596667	0.2	0.000302
0.600000	0.2	0.000291
0.603333	0.2	0.000211
0.606667	0.2	-0.000329
0.610000	0.2	-0.001736
0.613333	0.2	-0.003844
0.616667	0.2	-0.006192
0.620000	0.2	-0.008432
0.623333	0.2	-0.010305
0.626667	0.2	-0.011754
0.630000	0.2	-0.012904
0.633333	0.2	-0.013637
0.636667	0.2	-0.013519
0.640000	0.2	-0.012162
0.643333	0.2	-0.009509
0.646667	0.2	-0.006147
0.650000	0.2	-0.003196
0.653333	0.2	-0.001412
0.656667	0.2	-0.000657
0.660000	0.2	-0.000521
0.663333	0.2	-0.000949
0.666667	0.2	-0.001900
0.670000	0.2	-0.003001
0.673333	0.2	-0.003960
0.676667	0.2	-0.004927
0.680000	0.2	-0.006246
0.683333	0.2	-0.008067
0.686667	0.2	-0.010059
0.690000	0.2	-0.011558
0.693333	0.2	-0.012008
0.696667	0.2	-0.011227
0.700000	0.2	-0.009632
0.703333	0.2	-0.008056
0.706667	0.2	-0.007032
0.710000	0.2	-0.006786
0.713333	0.2	-0.007511
0.716667	0.2	-0.009039
0.720000	0.2	-0.011014
0.723333	0.2	-0.013351
0.726667	0.2	-0.015730
0.730000	0.2	-0.017183
0.733333	0.2	-0.016795
0.736667	0.2	-0.014518
0.740000	0.2	-0.011106
0.743333	0.2	-0.007535
0.746667	0.2	-0.004712
0.750000	0.2	-0.003297
0.753333	0.2	-0.003443
0.756667	0.2	-0.004867
0.760000	0.2	-0.007076
0.763333	0.2	-0.009345
0.766667	0.2	-0.010739
0.770000	0.2	-0.010620
0.773333	0.2	-0.009177
0.776667	0.2	-0.007145
0.780000	0.2	-0.005065
0.783333	0.2	-0.003139
0.786667	0.2	-0.001560
0.790000	0.2	-0.000820
0.793333	0.2	-0.001619
0.796667	0.2	-0.004190
0.800000	0.2	-0.007784
0.803333	0.2	-0.010975
0.806667	0.2	-0.012544
0.810000	0.2	-0.012152
0.813333	0.2	-0.010363
0.816667	0.2	-0.008266
0.820000	0.2	-0.007086
0.823333	0.2	-0.007519
0.826667	0.2	-0.009083
0.830000	0.2	-0.010440
0.833333	0.2	-0.010590
0.836667	0.2	-0.009518
0.840000	0.2	-0.007708
0.843333	0.2	-0.005607
0.846667	0.2	-0.003792
0.850000	0.2	-0.002855
0.853333	0.2	-0.002731
0.856667	0.2	-0.002818
0.860000	0.2	-0.002878
0.863333	0.2	-0.003362
0.866667	0.2	-0.004787
0.870000	0.2	-0.006934
0.873333	0.2	-0.008850
0.876667	0.2	-0.009515
0.880000	0.2	-0.008374
0.883333	0.2	-0.005745
0.886667	0.2	-0.002773
0.890000	0.2	-0.000464
0.893333	0.2	0.001035
0.896667	0.2	0.001905
0.900000	0.2	0.002119
0.903333	0.2	0.001683
0.906667	0.2	0.000935
0.910000	0.2	0.000443
0.913333	0.2	0.000570
0.916667	0.2	0.001245
0.920000	0.2	0.002177
0.923333	0.2	0.003053
0.926667	0.2	0.003563
0.930000	0.2	0.003652
0.933333	0.2	0.003730
0.936667	0.2	0.004331
0.940000	0.2	0.005584
0.943333	0.2	0.007028
0.946667	0.2	0.007993
0.950000	0.2	0.008090
0.953333	0.2	0.007108
0.956667	0.2	0.004893
0.960000	0.2	0.001818
0.963333	0.2	-0.001183
0.966667	0.2	-0.003449
0.970000	0.2	-0.005200
0.973333	0.2	-0.006954
0.976667	0.2	-0.008394
0.980000	0.2	-0.008371
0.983333	0.2	-0.006093
0.986667	0.2	-0.002050
0.990000	0.2	0.002098
0.993333	0.2	0.004780
0.996667	0.2	0.005734
1.000000	0.2	0.005774
1.003333	0.2	0.005915
1.006667	0.2	0.006687
1.010000	0.2	0.007621
1.013333	0.2	0.007692
1.016667	0.2	0.006423
1.020000	0.2	0.004520
1.023333	0.2	0.003408
1.026667	0.2	0.003772
1.030000	0.2	0.004955
1.033333	0.2	0.005859
1.036667	0.2	0.005836
1.040000	0.2	0.004801
1.043333	0.2	0.003021
1.046667	0.2	0.001096
1.050000	0.2	-0.000067
1.053333	0.2	0.000205
1.056667	0.2	0.001788
1.060000	0.2	0.003934
1.063333	0.2	0.005726
1.066667	0.2	0.006405
1.070000	0.2	0.005764
1.073333	0.2	0.004329
1.076667	0.2	0.002947
1.080000	0.2	0.002107
1.083333	0.2	0.001694
1.086667	0.2	0.001380
1.090000	0.2	0.001067
1.093333	0.2	0.000970
1.096667	0.2	0.001340
1.100000	0.2	0.002065
1.103333	0.2	0.002559
1.106667	0.2	0.002101
1.110000	0.2	0.000420
1.113333	0.2	-0.001886
1.116667	0.2	-0.003602
1.120000	0.2	-0.003804
1.123333	0.2	-0.002410
1.126667	0.2	0.000155
1.130000	0.2	0.003354
1.133333	0.2	0.006657
1.136667	0.2	0.009495
1.140000	0.2	0.011199
1.143333	0.2	0.011530
1.146667	0.2	0.011055
1.150000	0.2	0.010490
1.153333	0.2	0.010111
1.156667	0.2	0.009712
1.160000	0.2	0.008877
1.163333	0.2	0.007646
1.166667	0.2	0.006802
1.170000	0.2	0.007105
1.173333	0.2	0.008291
1.176667	0.2	0.009174
1.180000	0.2	0.008770
1.183333	0.2	0.007181
1.186667	0.2	0.005196
1.190000	0.2	0.003414
1.193333	0.2	0.002269
1.196667	0.2	0.002079
1.200000	0.2	0.002565
1.203333	0.2	0.003136
1.206667	0.2	0.003536
1.210000	0.2	0.003941
1.213333	0.2	0.004726
1.216667	0.2	0.005938
1.220000	0.2	0.007069
1.223333	0.2	0.007540
1.226667	0.2	0.007156
1.230000	0.2	0.006329
1.233333	0.2	0.005936
1.236667	0.2	0.006694
1.240000	0.2	0.008625
1.243333	0.2	0.010881
1.246667	0.2	0.012058
1.250000	0.2	0.011230
1.253333	0.2	0.008858
1.256667	0.2	0.006362
1.260000	0.2	0.004872
1.263333	0.2	0.004703
1.266667	0.2	0.005637
1.270000	0.2	0.007026
1.273333	0.2	0.007871
1.276667	0.2	0.007490
1.280000	0.2	0.006121
1.283333	0.2	0.004669
1.286667	0.2	0.003982
1.290000	0.2	0.004339
1.293333	0.2	0.005413
1.296667	0.2	0.006786
1.300000	0.2	0.008365
1.303333	0.2	0.010071
1.306667	0.2	0.011507
1.310000	0.2	0.012275
1.313333	0.2	0.012415
1.316667	0.2	0.012302
1.320000	0.2	0.012063
1.323333	0.2	0.011390
1.326667	0.2	0.010008
1.330000	0.2	0.008088
1.333333	0.2	0.006272
1.336667	0.2	0.005190
1.340000	0.2	0.004986
1.343333	0.2	0.005550
1.346667	0.2	0.006649
1.350000	0.2	0.007664
1.353333	0.2	0.007783
1.356667	0.2	0.006497
1.360000	0.2	0.004075
1.363333	0.2	0.001699
1.366667	0.2	0.000543
1.370000	0.2	0.000687
1.373333	0.2	0.001515
1.376667	0.2	0.002677
1.380000	0.2	0.004062
1.383333	0.2	0.005573
1.386667	0.2	0.007243
1.390000	0.2	0.009083
1.393333	0.2	0.010969
1.396667	0.2	0.012712
1.400000	0.2	0.013822
1.403333	0.2	0.013477
1.406667	0.2	0.011347
1.410000	0.2	0.008201
1.413333	0.2	0.005249
1.416667	0.2	0.003214
1.420000	0.2	0.002340
1.423333	0.2	0.002671
1.426667	0.2	0.003730
1.430000	0.2	0.004610
1.433333	0.2	0.005027
1.436667	0.2	0.005564
1.440000	0.2	0.006635
1.443333	0.2	0.007939
1.446667	0.2	0.009104
1.450000	0.2	0.010377
1.453333	0.2	0.012289
1.456667	0.2	0.014750
1.460000	0.2	0.016930
1.463333	0.2	0.018053
1.466667	0.2	0.018084
1.470000	0.2	0.017607
1.473333	0.2	0.017049
1.476667	0.2	0.016468
1.480000	0.2	0.016153
1.483333	0.2	0.016681
1.486667	0.2	0.018124
1.490000	0.2	0.019593
1.493333	0.2	0.019918
1.496667	0.2	0.018816
1.500000	0.2	0.017028
1.503333	0.2	0.015409
1.506667	0.2	0.014500
1.510000	0.2	0.014691
1.513333	0.2	0.016017
1.516667	0.2	0.018020
1.520000	0.2	0.020074
1.523333	0.2	0.021568
1.526667	0.2	0.022000
1.530000	0.2	0.021205
1.533333	0.2	0.019514
1.536667	0.2	0.017615
1.540000	0.2	0.016166
1.543333	0.2	0.015392
1.546667	0.2	0.015105
1.550000	0.2	0.014947
1.553333	0.2	0.014473
1.556667	0.2	0.013554
1.560000	0.2	0.012728
1.563333	0.2	0.012660
1.566667	0.2	0.013544
1.570000	0.2	0.015217
1.573333	0.2	0.017207
1.576667	0.2	0.018612
1.580000	0.2	0.018716
1.583333	0.2	0.017576
1.586667	0.2	0.015806
1.590000	0.2	0.014073
1.593333	0.2	0.012665
1.596667	0.2	0.011312
1.600000	0.2	0.009612
1.603333	0.2	0.007591
1.606667	0.2	0.005710
1.610000	0.2	0.004481
1.613333	0.2	0.004239
1.616667	0.2	0.005054
1.620000	0.2	0.006587
1.623333	0.2	0.007973
1.626667	0.2	0.008348
1.630000	0.2	0.007731
1.633333	0.2	0.006878
1.636667	0.2	0.006371
1.640000	0.2	0.006242
1.643333	0.2	0.006200
1.646667	0.2	0.005894
1.650000	0.2	0.005236
1.653333	0.2	0.004780
1.656667	0.2	0.005314
1.660000	0.2	0.006851
1.663333	0.2	0.008479
1.666667	0.2	0.009214
1.670000	0.2	0.008963
1.673333	0.2	0.008692
1.676667	0.2	0.009248
1.680000	0.2	0.010347
1.683333	0.2	0.011473
1.686667	0.2	0.013029
1.690000	0.2	0.015616
1.693333	0.2	0.018871
1.696667	0.2	0.021736
1.700000	0.2	0.023200
1.703333	0.2	0.022714
1.706667	0.2	0.020558
1.710000	0.2	0.017704
1.713333	0.2	0.015210
1.716667	0.2	0.013807
1.720000	0.2	0.013614
1.723333	0.2	0.013963
1.726667	0.2	0.013717
1.730000	0.2	0.012018
1.733333	0.2	0.008992
1.736667	0.2	0.005736
1.740000	0.2	0.003462
1.743333	0.2	0.002696
1.746667	0.2	0.003202
1.750000	0.2	0.004412
1.753333	0.2	0.005981
1.756667	0.2	0.007949
1.760000	0.2	0.010326
1.763333	0.2	0.012794
1.766667	0.2	0.014769
1.770000	0.2	0.015723
1.773333	0.2	0.015691
1.776667	0.2	0.015265
1.780000	0.2	0.015074
1.783333	0.2	0.015294
1.786667	0.2	0.015690
1.790000	0.2	0.016078
1.793333	0.2	0.016260
1.796667	0.2	0.015684
1.800000	0.2	0.013768
1.803333	0.2	0.010564
1.806667	0.2	0.006920
1.810000	0.2	0.004060
1.813333	0.2	0.002874
1.816667	0.2	0.003169
1.820000	0.2	0.003875
1.823333	0.2	0.004442
1.826667	0.2	0.005351
1.830000	0.2	0.007053
1.833333	0.2	0.009240
1.836667	0.2	0.011168
1.840000	0.2	0.012226
1.843333	0.2	0.012285
1.846667	0.2	0.011765
1.850000	0.2	0.011270
1.853333	0.2	0.010904
1.856667	0.2	0.010170
1.860000	0.2	0.008860
1.863333	0.2	0.007660
1.866667	0.2	0.007472
1.870000	0.2	0.008512
1.873333	0.2	0.010238
1.876667	0.2	0.011787
1.880000	0.2	0.012506
1.883333	0.2	0.012332
1.886667	0.2	0.011845
1.890000	0.2	0.011906
1.893333	0.2	0.012815
1.896667	0.2	0.013786
1.900000	0.2	0.013521
1.903333	0.2	0.011412
1.906667	0.2	0.008215
1.910000	0.2	0.005316
1.913333	0.2	0.003320
1.916667	0.2	0.001791
1.920000	0.2	0.000258
1.923333	0.2	-0.000842
1.926667	0.2	-0.000424
1.930000	0.2	0.002043
1.933333	0.2	0.006185
1.936667	0.2	0.011515
1.940000	0.2	0.017888
1.943333	0.2	0.025459
1.946667	0.2	0.034751
1.950000	0.2	0.046883
1.953333	0.2	0.064022
1.956667	0.2	0.089882
1.960000	0.2	0.129894
1.963333	0.2	0.190633
1.966667	0.2	0.278147
1.970000	0.2	0.395050
1.973333	0.2	0.537177
1.976667	0.2	0.691867
1.980000	0.2	0.838763
1.983333	0.2	0.952435
1.986667	0.2	1.006591
1.990000	0.2	0.979359
1.993333	0.2	0.858088
1.996667	0.2	0.642446
2.000000	0.2	0.345270
2.003333	0.2	-0.009163
2.006667	0.2	-0.389270
2.010000	0.2	-0.761673
2.013333	0.2	-1.096484
2.016667	0.2	-1.371151
2.020000	0.2	-1.572453
2.023333	0.2	-1.696734
2.026667	0.2	-1.748671
2.030000	0.2	-1.739074
2.033333	0.2	-1.682330
2.036667	0.2	-1.594260
2.040000	0.2	-1.490432
2.043333	0.2	-1.384371
2.046667	0.2	-1.285516
2.050000	0.2	-1.197959
2.053333	0.2	-1.121079
2.056667	0.2	-1.051341
2.060000	0.2	-0.983785
2.063333	0.2	-0.913158
2.066667	0.2	-0.835390
2.070000	0.2	-0.748943
2.073333	0.2	-0.654858
2.076667	0.2	-0.555929
2.080000	0.2	-0.456075
2.083333	0.2	-0.359684
2.086667	0.2	-0.270485
2.090000	0.2	-0.190769
2.093333	0.2	-0.121665
2.096667	0.2	-0.063487
2.100000	0.2	-0.015519
2.103333	0.2	0.024001
2.106667	0.2	0.057279
2.110000	0.2	0.086274
2.113333	0.2	0.112342
2.116667	0.2	0.136306
2.120000	0.2	0.158963
2.123333	0.2	0.181468
2.126667	0.2	0.205031
2.130000	0.2	0.230436
2.133333	0.2	0.257968
2.136667	0.2	0.287879
2.140000	0.2	0.320816
2.143333	0.2	0.357403
2.146667	0.2	0.397278
2.150000	0.2	0.438604
2.153333	0.2	0.478683
2.156667	0.2	0.515038
2.160000	0.2	0.545965
2.163333	0.2	0.570751
2.166667	0.2	0.589639
2.170000	0.2	0.603095
2.173333	0.2	0.611471
2.176667	0.2	0.615650
2.180000	0.2	0.617506
2.183333	0.2	0.619341
2.186667	0.2	0.622663
2.190000	0.2	0.627724
2.193333	0.2	0.634222
2.196667	0.2	0.641760
2.200000	0.2	0.649773
2.203333	0.2	0.657833
2.206667	0.2	0.665688
2.210000	0.2	0.672667
2.213333	0.2	0.677660
2.216667	0.2	0.679724
2.220000	0.2	0.678669
2.223333	0.2	0.674987
2.226667	0.2	0.669008
2.230000	0.2	0.660549
2.233333	0.2	0.649530
2.236667	0.2	0.636740
2.240000	0.2	0.623801
2.243333	0.2	0.612317
2.246667	0.2	0.603477
2.250000	0.2	0.598472
2.253333	0.2	0.598659
2.256667	0.2	0.605085
2.260000	0.2	0.618262
2.263333	0.2	0.638416
2.266667	0.2	0.665325
2.270000	0.2	0.698267
2.273333	0.2	0.736362
2.276667	0.2	0.778345
2.280000	0.2	0.822224
2.283333	0.2	0.865651
2.286667	0.2	0.906324
2.290000	0.2	0.941704
2.293333	0.2	0.968688
2.296667	0.2	0.984346
2.300000	0.2	0.987291
2.303333	0.2	0.978249
2.306667	0.2	0.959396
2.310000	0.2	0.933196
2.313333	0.2	0.901598
2.316667	0.2	0.865806
2.320000	0.2	0.826953
2.323333	0.2	0.786986
2.326667	0.2	0.748249
2.330000	0.2	0.712235
2.333333	0.2	0.679162
2.336667	0.2	0.648459
2.340000	0.2	0.619401
2.343333	0.2	0.591868
2.346667	0.2	0.566843
2.350000	0.2	0.545410
2.353333	0.2	0.527162
2.356667	0.2	0.510475
2.360000	0.2	0.494029
2.363333	0.2	0.477256
2.366667	0.2	0.459791
2.370000	0.2	0.441525
2.373333	0.2	0.423232
2.376667	0.2	0.406513
2.380000	0.2	0.392854
2.383333	0.2	0.382907
2.386667	0.2	0.376571
2.390000	0.2	0.373483
2.393333	0.2	0.373503
2.396667	0.2	0.376573
2.400000	0.2	0.382185
2.403333	0.2	0.389754
2.406667	0.2	0.399340
2.410000	0.2	0.411179
2.413333	0.2	0.424727
2.416667	0.2	0.438701
2.420000	0.2	0.451842
2.423333	0.2	0.463257
2.426667	0.2	0.472221
2.430000	0.2	0.478223
2.433333	0.2	0.480926
2.436667	0.2	0.479789
2.440000	0.2	0.474327
2.443333	0.2	0.464732
2.446667	0.2	0.451676
2.450000	0.2	0.435733
2.453333	0.2	0.417229
2.456667	0.2	0.396648
2.460000	0.2	0.374945
2.463333	0.2	0.353339
2.466667	0.2	0.333070
2.470000	0.2	0.315204
2.473333	0.2	0.300245
2.476667	0.2	0.288097
2.480000	0.2	0.278559
2.483333	0.2	0.271597
2.486667	0.2	0.267001
2.490000	0.2	0.264399
2.493333	0.2	0.263927
2.496667	0.2	0.266249
2.500000	0.2	0.271580
2.503333	0.2	0.279056
2.506667	0.2	0.287200
2.510000	0.2	0.295010
2.513333	0.2	0.302458
2.516667	0.2	0.309833
2.520000	0.2	0.317072
2.523333	0.2	0.323905
2.526667	0.2	0.330220
2.530000	0.2	0.336054
2.533333	0.2	0.341471
2.536667	0.2	0.346997
2.540000	0.2	0.354260
2.543333	0.2	0.365726
2.546667	0.2	0.383843
2.550000	0.2	0.410473
2.553333	0.2	0.446873
2.556667	0.2	0.494252
2.560000	0.2	0.553908
2.563333	0.2	0.626556
2.566667	0.2	0.712409
2.570000	0.2	0.811987
2.573333	0.2	0.926122
2.576667	0.2	1.055229
2.580000	0.2	1.198738
2.583333	0.2	1.355011
2.586667	0.2	1.521681
2.590000	0.2	1.696170
2.593333	0.2	1.876012
2.596667	0.2	2.058988
2.600000	0.2	2.243210
2.603333	0.2	2.426851
2.606667	0.2	2.607513
2.610000	0.2	2.782125
2.613333	0.2	2.947645
2.616667	0.2	3.101732
2.620000	0.2	3.242922
2.623333	0.2	3.370336
2.626667	0.2	3.483220
2.630000	0.2	3.580724
2.633333	0.2	3.661888
2.636667	0.2	3.725958
2.640000	0.2	3.772849
2.643333	0.2	3.803171
2.646667	0.2	3.817928
2.650000	0.2	3.818046
2.653333	0.2	3.804203
2.656667	0.2	3.777208
2.660000	0.2	3.738139
2.663333	0.2	3.688407
2.666667	0.2	3.629994
2.670000	0.2	3.565146
2.673333	0.2	3.495645
2.676667	0.2	3.422413
2.680000	0.2	3.345747
2.683333	0.2	3.265740
2.686667	0.2	3.182658
2.690000	0.2	3.097331
2.693333	0.2	3.011006
2.696667	0.2	2.924659
2.700000	0.2	2.838886
2.703333	0.2	2.754258
2.706667	0.2	2.671448
2.710000	0.2	2.591209
2.713333	0.2	2.514205
2.716667	0.2	2.440813
2.720000	0.2	2.371300
2.723333	0.2	2.305873
2.726667	0.2	2.244531
2.730000	0.2	2.187150
2.733333	0.2	2.133518
2.736667	0.2	2.083245
2.740000	0.2	2.035811
2.743333	0.2	1.990564
2.746667	0.2	1.946705
2.750000	0.2	1.903551
2.753333	0.2	1.860973
2.756667	0.2	1.819143
2.760000	0.2	1.777558
2.763333	0.2	1.734832
2.766667	0.2	1.689802
2.770000	0.2	1.642483
2.773333	0.2	1.593929
2.776667	0.2	1.545546
2.780000	0.2	1.498205
2.783333	0.2	1.451632
2.786667	0.2	1.405080
2.790000	0.2	1.358412
2.793333	0.2	1.312195
2.796667	0.2	1.267266
2.800000	0.2	1.224088
2.803333	0.2	1.182272
2.806667	0.2	1.141286
2.810000	0.2	1.101360
2.813333	0.2	1.063036
2.816667	0.2	1.026591
2.820000	0.2	0.992237
2.823333	0.2	0.960033
2.826667	0.2	0.929591
2.830000	0.2	0.900713
2.833333	0.2	0.873910
2.836667	0.2	0.849605
2.840000	0.2	0.827433
2.843333	0.2	0.806669
2.846667	0.2	0.786669
2.850000	0.2	0.766880
2.853333	0.2	0.747163
2.856667	0.2	0.728018
2.860000	0.2	0.710103
2.863333	0.2	0.693828
2.866667	0.2	0.679387
2.870000	0.2	0.666715
2.873333	0.2	0.655417
2.876667	0.2	0.644904
2.880000	0.2	0.634699
2.883333	0.2	0.624603
2.886667	0.2	0.614532
2.890000	0.2	0.604378
2.893333	0.2	0.594100
2.896667	0.2	0.583631
2.900000	0.2	0.572840
2.903333	0.2	0.561988
2.906667	0.2	0.551750
2.910000	0.2	0.542450
2.913333	0.2	0.533642
2.916667	0.2	0.524419
2.920000	0.2	0.514147
2.923333	0.2	0.502960
2.926667	0.2	0.491221
2.930000	0.2	0.478876
2.933333	0.2	0.465840
2.936667	0.2	0.452445
2.940000	0.2	0.439102
2.943333	0.2	0.426017
2.946667	0.2	0.413404
2.950000	0.2	0.401640
2.953333	0.2	0.391067
2.956667	0.2	0.381738
2.960000	0.2	0.373412
2.963333	0.2	0.365750
2.966667	0.2	0.358530
2.970000	0.2	0.351912
2.973333	0.2	0.346605
2.976667	0.2	0.343444
2.980000	0.2	0.343047
2.983333	0.2	0.346458
2.986667	0.2	0.355734
2.990000	0.2	0.374040
2.993333	0.2	0.406112
2.996667	0.2	0.458441
3.000000	0.2	0.538385
3.003333	0.2	0.653517
3.006667	0.2	0.812515
