Estimate,SE,t,p,term,gene,padj
-0.10624784225233767,0.07291470985880588,-1.4571523696395283,0.16442054990563032,ETRUE,STM0018,0.9909897320288416
-0.19276766533183684,0.07291470985880592,-2.6437417868783615,0.017693576827091714,MTRUE,STM0018,0.3124984961998785
0.2514857058710358,0.10311697157882253,2.4388391359883985,0.026763576268960095,ETRUE:MTRUE,STM0018,0.5712708065255616
-0.041979189878012864,0.04550481860293937,-0.9225218595927165,0.3699592584536373,(Intercept),STM0019,0.78322158339912
-0.05521405680141259,0.06435353162160436,-0.857980213519105,0.40357322492628345,ETRUE,STM0019,0.9962820938216866
-0.05715134248825816,0.06435353162160438,-0.8880840110579362,0.3876516100356572,MTRUE,STM0019,0.9428635847981606
0.06689047220740078,0.09100963720587874,0.7349822970515041,0.4729864629826329,ETRUE:MTRUE,STM0019,0.9832598879686079
-0.14488505988034758,0.12329660438317874,-1.1750936743568108,0.2571489734518597,(Intercept),STM0020,0.6920992083048537
-0.02962054648997466,0.17436773011324133,-0.16987401551157372,0.867238550410784,ETRUE,STM0020,0.9962820938216866
-0.0763392212731999,0.17436773011324141,-0.4378059014911885,0.6673796806366836,MTRUE,STM0020,0.9883797477890854
0.12271134418549644,0.24659320876635749,0.4976266167239146,0.625516721597106,ETRUE:MTRUE,STM0020,0.9832598879686079
0.04018314403691937,0.14369443454083417,0.2796430088981656,0.7833341982513063,(Intercept),STM0021,0.9559423870031412
-0.13355443319731816,0.20321461816518055,-0.6572087894226194,0.5203893954991186,ETRUE,STM0021,0.9962820938216866
-0.06123597039470889,0.20321461816518063,-0.30133644394092723,0.7670389516184473,MTRUE,STM0021,0.9883797477890854
0.1434973419857078,0.28738886908166833,0.49931419558538864,0.6243538390426133,ETRUE:MTRUE,STM0021,0.9832598879686079
-0.0821327600789248,0.08820649340128117,-0.9311418798304916,0.36561803120287206,(Intercept),STM0022,0.7795459524145321
0.045194539644250235,0.12474281925746471,0.3623017333845111,0.7218675626555318,ETRUE,STM0022,0.9962820938216866
-0.07412018736939852,0.12474281925746476,-0.5941840004146216,0.5606973829578068,MTRUE,STM0022,0.976041438533904
0.2582323766520727,0.17641298680256234,1.4637945954686482,0.16261958851931263,ETRUE:MTRUE,STM0022,0.9070454733649467
-0.06940680013121185,0.050411035080248155,-1.3768175960030336,0.18752949705266042,(Intercept),STM0023,0.6158461744097543
-0.030209511272892273,0.07129196950375279,-0.42374353637827405,0.6773945807148374,ETRUE,STM0023,0.9962820938216866
-0.05502817285752249,0.07129196950375281,-0.7718705660758299,0.45144179216138325,MTRUE,STM0023,0.9599776673063771
0.020791777786911,0.1008220701604963,0.20622248436094454,0.8392183826398125,ETRUE:MTRUE,STM0023,0.9972217584202876
-0.00843193071756117,0.0725131904306275,-0.11628133678144939,0.9088765813661313,(Intercept),STM0024,0.9854114827614242
-0.05964030915111072,0.1025491373579363,-0.5815778726928037,0.5689549118656749,ETRUE,STM0024,0.9962820938216866
-0.15199462727161508,0.10254913735793635,-1.4821638795565366,0.15772373357093666,MTRUE,STM0024,0.8163884267151535
0.13433729437196118,0.14502638086125497,0.9262955717034689,0.3680544320654945,ETRUE:MTRUE,STM0024,0.970786677885297
0.11011048713046918,0.1052081308804093,1.0465967431322625,0.31083983220802275,(Intercept),STM0025,0.7400948385905304
-0.21077978734305622,0.1487867655629984,-1.4166568279475709,0.17575911343260625,ETRUE,STM0025,0.9962820938216866
-0.4957383093738329,0.14878676556299847,-3.331871000071778,0.0042257507482024274,MTRUE,STM0025,0.12397863765387286
0.7139224371207324,0.2104162617608186,3.392905240053415,0.0037153712759353725,ETRUE:MTRUE,STM0025,0.16486960036963216
-0.09364686555908217,0.28750342488331543,-0.3257243477954712,0.7488539875307236,(Intercept),STM0026,0.9501053401256019
-0.15815172516662676,0.40659124269869895,-0.38896982659270846,0.7024261857224245,ETRUE,STM0026,0.9962820938216866
-0.11501168640113248,0.4065912426986991,-0.2828680854947997,0.7809048348713655,MTRUE,STM0026,0.9883797477890854
0.0813303198463555,0.5750068497666309,0.14144234956394655,0.8892860769393219,ETRUE:MTRUE,STM0026,0.9972217584202876
0.12887154062273717,0.08492801792194567,1.5174207967643663,0.14866969096771762,(Intercept),STM0027,0.5571498940158511
-0.21108918091308035,0.12010635477068081,-1.7575188366686605,0.09794281626843353,ETRUE,STM0027,0.942266101358361
-0.16045225833914867,0.12010635477068086,-1.335918142262333,0.20026812037372357,MTRUE,STM0027,0.862861426178629
-0.033302747419174765,0.16985603584389133,-0.19606455109892085,0.8470281710731923,ETRUE:MTRUE,STM0027,0.9972217584202876
-0.02119437084114112,0.09566145804088441,-0.22155600881687307,0.8274624706853957,(Intercept),STM0028,0.9692304229885271
-0.1483552512948157,0.13528573135780347,-1.0966067877657104,0.28904456159481756,ETRUE,STM0028,0.9962820938216866
-0.08000349137388114,0.13528573135780353,-0.5913668098691651,0.5625372290346928,MTRUE,STM0028,0.976041438533904
0.14845623706471012,0.19132291608176882,0.7759459248533612,0.44909938420894246,ETRUE:MTRUE,STM0028,0.9832598879686079
0.27747760833999324,0.23289185060072917,1.1914440441958705,0.2508537178287318,(Intercept),STM0029,0.688220057994081
-0.18371847560479782,0.32935881368571973,-0.5578064650794662,0.5846975156396159,ETRUE,STM0029,0.9962820938216866
-0.5539082626386268,0.3293588136857199,-1.6817775618027822,0.11202322137474778,MTRUE,STM0029,0.7290014188243964
0.34027145686041566,0.46578370120145834,0.7305353450168133,0.4756250595336142,ETRUE:MTRUE,STM0029,0.9832598879686079
0.0715107463470033,0.2971866925954878,0.24062566773250282,0.8129013620161508,(Intercept),STM0030,0.9653201272046577
-0.1549901500257593,0.42028545122534267,-0.3687735313556188,0.7171307877199249,ETRUE,STM0030,0.9962820938216866
0.30337712615869006,0.42028545122534283,0.7218358981358827,0.48081238063758025,MTRUE,STM0030,0.9643412154030564
-0.02198590083933756,0.5943733851909756,-0.03699004933115126,0.9709505240014464,ETRUE:MTRUE,STM0030,0.9972217584202876
0.010787568766049272,0.05638586265628027,0.19131690565432452,0.8506840426382667,(Intercept),STM0032,0.9744492786372968
0.03491507595005812,0.07974165169461817,0.4378524297912752,0.6673466504434503,ETRUE,STM0032,0.9962820938216866
-0.05491583833485745,0.07974165169461819,-0.6886719445587274,0.500894428246998,MTRUE,STM0032,0.9708241551344149
-0.01659655126040479,0.11277172531256052,-0.14716943643812697,0.8848367906337047,ETRUE:MTRUE,STM0032,0.9972217584202876
-0.02689878792604507,0.06354803759917772,-0.4232827470724781,0.6777238177637207,(Intercept),STM0033,0.9260285954446654
0.02814354926261717,0.08987049663495249,0.31315671234058323,0.7582067779917511,ETRUE,STM0033,0.9962820938216866
-0.21942941769791416,0.08987049663495252,-2.441617949316789,0.02661530674492184,MTRUE,STM0033,0.39533196211076377
0.13396519497512052,0.12709607519835545,1.0540466711190304,0.30751952455748766,ETRUE:MTRUE,STM0033,0.9621410511838212
-0.2005218740962108,0.18177871372129598,-1.1031097645660093,0.2862952725869558,(Intercept),STM0034,0.7270015863259607
0.1695304782814631,0.25707392229539294,0.6594619818600763,0.5189791577283807,ETRUE,STM0034,0.9962820938216866
0.13158101355302992,0.25707392229539305,0.5118411559529387,0.6157539162740335,MTRUE,STM0034,0.9819884128601749
-0.34192862184867495,0.36355742744259195,-0.9405078703904837,0.36094076630359107,ETRUE:MTRUE,STM0034,0.970786677885297
-0.058109187782715,0.04570114042813337,-1.2715041077387055,0.2217225011091604,(Intercept),STM0035,0.6600779362250231
-0.023972146131892927,0.06463117260938354,-0.37090687301583175,0.7155719714437005,ETRUE,STM0035,0.9962820938216866
-0.03369137580132554,0.06463117260938357,-0.5212867791359553,0.6093073101566577,MTRUE,STM0035,0.9800819896040485
-0.04625977559816274,0.09140228085626674,-0.5061118296479695,0.6196801040200889,ETRUE:MTRUE,STM0035,0.9832598879686079
-0.06500957412111877,0.07605326165777634,-0.8547900866322888,0.40528529578697836,(Intercept),STM0036,0.8048626962166839
-0.10459792829084746,0.10755555409913697,-0.9725014125670964,0.34527502826301515,ETRUE,STM0036,0.9962820938216866
-0.175304282622798,0.10755555409913702,-1.6298952117453187,0.1226495152639419,MTRUE,STM0036,0.7448260754823873
0.33031311888325976,0.15210652331555266,2.1715907489253996,0.0452679855234152,ETRUE:MTRUE,STM0036,0.7048304763514208
-0.0628627579917498,0.11154177442596758,-0.5635804012914732,0.5808533612973816,(Intercept),STM0037,0.8915640311860358
0.018734050735518034,0.15774389016436377,0.11876244915728774,0.9069418541085074,ETRUE,STM0037,0.9962820938216866
-0.10177263577337355,0.15774389016436383,-0.6451764037727856,0.5279567873064244,MTRUE,STM0037,0.9744571841793004
0.05861136534170727,0.22308354885193515,0.2627327996319835,0.7961095755072151,ETRUE:MTRUE,STM0037,0.9972217584202876
0.09176397818894226,0.05827420875805321,1.5746928211403801,0.1348913045060429,(Intercept),STM0038,0.5316716971779823
-0.12817099224215409,0.08241217636219983,-1.5552433863516137,0.1394443389907912,ETRUE,STM0038,0.9775361909290138
-0.18435115178172146,0.08241217636219986,-2.236940703658909,0.039876822355378316,MTRUE,STM0038,0.500650076620173
0.17706942011668503,0.11654841751610642,1.5192777721946753,0.14820510678867946,ETRUE:MTRUE,STM0038,0.8988785993741639
-0.11328371909755397,0.10227093198889052,-1.1076824753084262,0.2843736718410801,(Intercept),STM0039,0.724992918045494
0.08097837235240916,0.14463293905522534,0.5598888668195362,0.5833096056491947,ETRUE,STM0039,0.9962820938216866
0.028490119283235745,0.14463293905522542,0.1969822328809713,0.8463219336272789,MTRUE,STM0039,0.9904478043581131
-0.1369902998029785,0.20454186397778104,-0.6697421111692786,0.5125725242722254,ETRUE:MTRUE,STM0039,0.9832598879686079
-0.227924408467177,0.10135276498631333,-2.2488227972661217,0.03896301655500974,(Intercept),STM0040,0.2514885614005174
0.08842987389120052,0.14333445482765725,0.6169477813099927,0.5459489641757977,ETRUE,STM0040,0.9962820938216866
0.1004723578289026,0.1433344548276573,0.7009644537296262,0.49339444072177907,MTRUE,STM0040,0.9677073284874672
-0.0457744167521449,0.20270552997262667,-0.22581730630795455,0.8242027982570544,ETRUE:MTRUE,STM0040,0.9972217584202876
-0.05018895584790522,0.043757367205290595,-1.1469829894573043,0.26825182204827286,(Intercept),STM0041,0.7027999765840359
-0.0954176840869518,0.061882262155461644,-1.5419230125628232,0.14263681008020798,ETRUE,STM0041,0.9775361909290138
2.090356985643733e-4,0.06188226215546167,0.0033779582594965626,0.9973465432767035,MTRUE,STM0041,0.9995782244944127
0.05193183769321004,0.08751473441058119,0.5934067907875761,0.5612046425820472,ETRUE:MTRUE,STM0041,0.9832598879686079
-0.019267624291489194,0.0803109383633491,-0.23991282737000388,0.8134444317581127,(Intercept),STM0042,0.9653201272046577
0.08823205940555205,0.11357681824035797,0.7768491913449289,0.4485812353870854,ETRUE,STM0042,0.9962820938216866
0.10193682240144321,0.11357681824035802,0.8975143341814563,0.38275139232254396,MTRUE,STM0042,0.9428635847981606
-0.2866353952597068,0.1606218767266982,-1.7845352146359459,0.09330843275061003,ETRUE:MTRUE,STM0042,0.8317034553030933
-0.25393312111300864,0.17193215388066826,-1.4769379396552795,0.15910397189590053,(Intercept),STM0044,0.5734018721341054
-0.0018580739814746984,0.24314878382605895,-0.007641716122273129,0.9939973224190954,ETRUE,STM0044,0.9991683051055259
0.38077359513835773,0.24314878382605903,1.5660106916707885,0.13690798294784995,MTRUE,STM0044,0.7660920496556319
-0.3373272004847511,0.3438643077613365,-0.9809892823156205,0.3411997536030409,ETRUE:MTRUE,STM0044,0.9681292309139333
-0.014134546552370742,0.04591091837787203,-0.30786895692296273,0.7621536290898085,(Intercept),STM0050,0.9518387373143992
-0.08325326073249094,0.06492784343099078,-1.2822428149947336,0.2180250507139276,ETRUE,STM0050,0.9962820938216866
-0.04356000594165208,0.06492784343099081,-0.6708987029262763,0.511854566582465,MTRUE,STM0050,0.9729245710884074
-0.09079609146230332,0.09182183675574405,-0.9888289612832585,0.33746578060083343,ETRUE:MTRUE,STM0050,0.9681292309139333
0.004363509254366569,0.12977189462167657,0.03362445518027989,0.9735925222836082,(Intercept),STM0051,0.9975123362351832
-0.10658371802725544,0.18352517338882707,-0.5807580293164524,0.5694941416271448,ETRUE,STM0051,0.9962820938216866
-0.12721771702584184,0.18352517338882715,-0.6931894664734137,0.49813049185329117,MTRUE,STM0051,0.9696495231878168
0.14737238645622486,0.25954378924335314,0.567813188232548,0.5780435287764956,ETRUE:MTRUE,STM0051,0.9832598879686079
-0.4035236705396718,0.14763339316745783,-2.733281826571326,0.014731464943907528,(Intercept),STM0052,0.12162023383923658
0.34565220269886254,0.20878514687657826,1.6555401946441726,0.11729354752346999,ETRUE,STM0052,0.9650703911468058
0.34246087785609086,0.20878514687657834,1.6402549845106265,0.12046115471505488,MTRUE,STM0052,0.7393667384982006
-0.447417496631983,0.29526678633491565,-1.5152991035181504,0.14920199348789592,ETRUE:MTRUE,STM0052,0.8988785993741639
-0.03568409634864505,0.05286118276566148,-0.6750529307457224,0.5092805667237974,(Intercept),STM0053,0.8572527320386347
-0.17013718315931659,0.07475700159028137,-2.2758695445248427,0.03695509614419894,ETRUE,STM0053,0.590498132790277
-0.11630796749895041,0.0747570015902814,-1.5558137033959203,0.13930900735724872,MTRUE,STM0053,0.7667394978577254
0.1435343042220095,0.10572236553132296,1.3576531654457145,0.19341467774268092,ETRUE:MTRUE,STM0053,0.9317031938528789
-0.047126355763274945,0.07789972962747822,-0.604961737205461,0.5536882817360138,(Intercept),STM0057,0.8810369341832581
0.16461019778018054,0.11016685414437688,1.4941898727947163,0.15458523873470215,ETRUE,STM0057,0.9817130545763733
0.008532334951949435,0.11016685414437694,0.07744920210544957,0.9392264661855877,MTRUE,STM0057,0.9932288808139552
-0.19765135080843094,0.15579945925495645,-1.2686266804365887,0.22272154765815882,ETRUE:MTRUE,STM0057,0.939897641833182
-0.1171604453925343,0.10287087188061199,-1.1389078681913598,0.27150709122928895,(Intercept),STM0058,0.7057559795567873
-0.014916259263041428,0.1454813821867065,-0.10253036532123638,0.9196097466391031,ETRUE,STM0058,0.9976799298209721
0.054932775617315036,0.14548138218670656,0.3775931654733381,0.710694792589468,MTRUE,STM0058,0.9883797477890854
-0.03607620580898615,0.20574174376122395,-0.1753470401750596,0.8630068226596554,ETRUE:MTRUE,STM0058,0.9972217584202876
0.015532923459157683,0.09835732851891835,0.15792339719932544,0.8764930677360769,(Intercept),STM0060,0.9819111824054302
-0.033749556836066064,0.1390982679502403,-0.24263103583819828,0.8113741237341938,ETRUE,STM0060,0.9962820938216866
-0.10775228438970384,0.13909826795024036,-0.7746486421257962,0.449844206847938,MTRUE,STM0060,0.9599776673063771
-0.13004745823512465,0.19671465703783667,-0.6610969421058999,0.5179572175471038,ETRUE:MTRUE,STM0060,0.9832598879686079
-0.0788210967389988,0.13469977518392384,-0.585161308780016,0.5666011462063267,(Intercept),STM0061,0.8833690182344615
-0.13661458804551424,0.19049424891371192,-0.7171585957295565,0.48361528103359286,ETRUE,STM0061,0.9962820938216866
-0.202570355850912,0.190494248913712,-1.0633935512807533,0.3033902664947066,MTRUE,STM0061,0.9208253405877822
0.2481192115993632,0.2693995503678477,0.9210082617456951,0.37072514821392655,ETRUE:MTRUE,STM0061,0.970786677885297
0.01729067888662389,0.12177826467513254,0.14198493411570753,0.8888643848443671,(Intercept),STM0062,0.9830748985033868
-0.009050398623309822,0.1722204735058328,-0.05255123528041688,0.9587400020291319,ETRUE,STM0062,0.9982717627934631
0.01852477710171951,0.17222047350583286,0.1075643140714748,0.9156785766482969,MTRUE,STM0062,0.9907328254051173
-0.07871647285375313,0.24355652935026506,-0.32319590471971665,0.7507324496693676,ETRUE:MTRUE,STM0062,0.9955953854296913
-0.0881037576897062,0.08606786345801176,-1.0236545227207556,0.3212272992925033,(Intercept),STM0063,0.7452483973574652
0.08244533827726247,0.12171833978679591,0.6773452416593526,0.507863415336178,ETRUE,STM0063,0.9962820938216866
-0.08638336883607582,0.12171833978679596,-0.7096988751850091,0.4881056126121026,MTRUE,STM0063,0.9664110009888255
0.15905397376101763,0.1721357269160235,0.9240032653919206,0.369210702040347,ETRUE:MTRUE,STM0063,0.970786677885297
-4.953746451819555,0.3057643075655665,-16.20119264822072,2.3939349811953926e-11,(Intercept),STM0066,8.331832532591808e-10
0.8898330328425755,0.4324160306488424,2.0578169396434647,0.05628276350341463,ETRUE,STM0066,0.7386216554939
-0.27391412418558114,0.43241603064884254,-0.6334504383997317,0.5353902360729135,MTRUE,STM0066,0.9759922570382183
0.06616286357165524,0.611528615131133,0.10819258810557479,0.9151880940140832,ETRUE:MTRUE,STM0066,0.9972217584202876
-5.1198727292374215,0.13249749732895488,-38.641278759599395,3.149627003684969e-17,(Intercept),STM0067,7.986554187915457e-15
1.0136389449588132,0.1873797577031009,5.409543471418625,5.786413579040964e-5,ETRUE,STM0067,0.003541684173378521
-0.3105608382834187,0.18737975770310097,-1.657387340501824,0.11691564866974975,MTRUE,STM0067,0.7335586682159604
-0.1423949299119703,0.26499499465790977,-0.5373495076606724,0.5984207218158362,ETRUE:MTRUE,STM0067,0.9832598879686079
0.03345507209824347,0.23202658447180385,0.14418637491217723,0.8871537988120828,(Intercept),STM0068,0.9830748985033868
-0.1276016579933493,0.3281351425911315,-0.38886922316743644,0.7024991377089871,ETRUE,STM0068,0.9962820938216866
-0.003765117077459976,0.32813514259113163,-0.011474287842894807,0.9909868993135331,MTRUE,STM0068,0.9990248555857062
0.05178936813155599,0.46405316894360765,0.11160222922181898,0.9125268688966723,ETRUE:MTRUE,STM0068,0.9972217584202876
-0.04986674057715305,0.11094824245547859,-0.44945949096186555,0.659129080241871,(Intercept),STM0069,0.9197752495513529
-0.12464340127024713,0.1569045092019962,-0.7943901797607571,0.4385929825724869,ETRUE,STM0069,0.9962820938216866
-0.12404985330360391,0.15690450920199625,-0.7906073186456624,0.4407351164027602,MTRUE,STM0069,0.9573219732359449
0.2903689117382818,0.22189648491095715,1.308578240231256,0.20916311847665076,ETRUE:MTRUE,STM0069,0.939897641833182
-0.030494886231752096,0.25015151847411704,-0.12190566108799125,0.9044917038422942,(Intercept),STM0070,0.9854114827614242
-0.33591557840655134,0.3537676700743201,-0.9495372438526721,0.35647070317999796,ETRUE,STM0070,0.9962820938216866
0.3299244423654451,0.35376767007432025,0.9326020161653943,0.3648861391926729,MTRUE,STM0070,0.9428635847981606
-0.16648217913664087,0.5003030369482341,-0.33276267949951827,0.7436336134578183,ETRUE:MTRUE,STM0070,0.9955953854296913
-0.10705148226306523,0.06069861803222892,-1.7636560062409412,0.09687270637454946,(Intercept),STM0071,0.4579202498397478
-0.007315606561831189,0.0858408088384822,-0.08522294536618605,0.9331414515123535,ETRUE,STM0071,0.9976799298209721
0.10665146733330848,0.08584080883848225,1.2424331594310054,0.2319788784374471,MTRUE,STM0071,0.8991818422069288
0.007228895946644873,0.12139723606445782,0.05954745083987393,0.9532534928118122,ETRUE:MTRUE,STM0071,0.9972217584202876
-0.07263226895654983,0.07558293127831799,-0.9609612610696061,0.3508701523971376,(Intercept),STM0072,0.7712625640927793
-0.032993088637146235,0.10689040649771088,-0.3086627670169147,0.7615606828188188,ETRUE,STM0072,0.9962820938216866
-0.08552275391979161,0.10689040649771094,-0.8000975646174859,0.4353734786778781,MTRUE,STM0072,0.9573219732359449
0.18668906559539578,0.15116586255663597,1.234994875416734,0.23466160565058045,ETRUE:MTRUE,STM0072,0.939897641833182
-0.041262689059471926,0.0790118294984906,-0.5222343201186119,0.6086624353693713,(Intercept),STM0073,0.901980774497303
0.03214209280523576,0.11173960086467595,0.2876517595956152,0.7773057421711166,ETRUE,STM0073,0.9962820938216866
-0.04004953858542702,0.11173960086467599,-0.35841848615451605,0.7247153877373366,MTRUE,STM0073,0.9883797477890854
-0.16690329054251,0.15802365899698118,-1.0561917854699114,0.3065682694814109,ETRUE:MTRUE,STM0073,0.9619614213424346
0.03357802784513888,0.0553860111278556,0.606254669028716,0.5528506160881297,(Intercept),STM0074,0.8804933544696547
-0.014619947161382959,0.07832764810276052,-0.18665116999558812,0.8542802721546001,ETRUE,STM0074,0.9962820938216866
-0.005657247117446143,0.07832764810276056,-0.0722254179012782,0.9433176724035399,MTRUE,STM0074,0.9938124236097939
-0.005326731547986443,0.11077202225571119,-0.048087336851989335,0.9622417782446397,ETRUE:MTRUE,STM0074,0.9972217584202876
-0.07157816781830545,0.07759938142041947,-0.922406422681488,0.3700176322600903,(Intercept),STM0075,0.78322158339912
0.02485226586417344,0.10974209763651996,0.2264606418084641,0.82371096687671,ETRUE,STM0075,0.9962820938216866
0.016526768602640896,0.10974209763652,0.15059643435447798,0.8821763006884706,MTRUE,STM0075,0.9907328254051173
-0.12219854838165332,0.15519876284083894,-0.7873680572246033,0.44257463909661776,ETRUE:MTRUE,STM0075,0.9832598879686079
-0.06322035212650047,0.10504844825608609,-0.6018209043162875,0.5557260011785233,(Intercept),STM0076,0.8811971058635861
0.10038606166002594,0.1485609402300052,0.6757231174264655,0.5088660095267639,ETRUE,STM0076,0.9962820938216866
-0.002734121719670219,0.14856094023000527,-0.01840404156999271,0.9855440790358607,MTRUE,STM0076,0.9990248555857062
-0.1106125675007331,0.21009689651217214,-0.5264835860834559,0.6057745863541613,ETRUE:MTRUE,STM0076,0.9832598879686079
-0.07004203651027324,0.0714029585906342,-0.9809402564372247,0.3412231950988831,(Intercept),STM0077,0.7626499971567993
