Plate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Dish 1,10.391137429365328,10.35048409331809,10.310815045679709,10.327387068820054,10.321124541775843,10.316060099494303,10.320727159602665,10.337954516683913,10.314116708688413,10.361027577469542,10.354768114485475,10.350197872590268,10.377850295501624,10.374855179992347,10.399865557394552,10.414565031931174,10.423352621405709,10.449325525874324,10.455189443028397,10.473863735292547,10.494630408511888,10.497109519035845,10.57882169135743,10.538537106415845,10.577157621576273,10.587364936277805,10.68148678912953,10.687972647781725,10.739975368365519,10.812630318665754,10.925288218568015,11.093330425342089,11.261283652395345,11.450080618878145,11.666209356755218,11.834238214912862,11.99050453812869,12.108293730917959,12.177659252640193,12.227293071802707,12.277759338548353,12.316271648646287,12.34011884737878,12.356868630048302,12.363483622151664,12.384351599495195,12.41718719105676,12.394589236430683,12.399991271790682,12.422054949456946,12.421258967811484,12.433946083766088,12.435936334972341,12.467162173706438,12.4687611432966,12.484491833817803,12.492506469274085,12.492113295008455,12.519953885774378,12.532168162481385,12.533981358560109,12.544025969986356,12.54837422783416,12.573459581605785,12.579502632119462,12.582311653771688,12.591375779985889,12.621507230964554,12.620597879982641,12.630902801190242,12.664689831142702,12.654924207485701,12.681094952841287,12.67553932090531,12.688134428463867,12.704349661288582,12.689715538090544,12.704580157971622,12.721608127523885,12.736391086625503,12.750219105237534,12.749189983272993,12.77085753212792,12.781094572961585,12.779621900620251,12.7874058332255,12.80738131948682,12.821468813157901,12.826318539776056,12.851194324337285,12.845579929997536,12.84790943686969
Dish 2,11.39417427627708,11.139259806288475,11.042850674475567,11.033511987971991,11.003368413837821,10.985576489087737,10.977183858574692,10.981904001886553,10.945287027130048,10.983017947390934,10.961189216535516,10.94703757823331,10.970613522614855,10.959095471577784,10.973622846690557,10.984772623001634,10.983046291157716,11.007941534088964,11.013559316520436,11.02503515290732,11.039237331144792,11.036108659331965,11.107786134730784,11.071093808123027,11.099730347605332,11.10631887306132,11.188940246620765,11.191292332119383,11.23294634032699,11.302860723677682,11.412836922989802,11.568929034191259,11.743696794507189,11.926042659025663,12.136355102935356,12.325247525869152,12.452733025760981,12.583616484694113,12.647179060495022,12.69376058511888,12.72345323760447,12.767874345919413,12.777150763005361,12.798017588299956,12.794490222342692,12.80355283387957,12.856180249949746,12.819983172383601,12.81770324891909,12.843978864872444,12.84084250439498,12.8575374872095,12.84975775730886,12.87352503941883,12.876684294469742,12.892901551802481,12.890255242911543,12.886379962697582,12.919057055696111,12.938298879286963,12.940347865032644,12.943283206955064,12.936088528927943,12.952445443792111,12.968669766872209,12.962638057698037,12.958219116409204,12.986436270950286,12.982958735794151,12.995611193508351,13.028918705404218,13.015981219237199,13.036651015313394,13.027746557818745,13.046143644230531,13.059901227139092,13.038740491612755,13.051892819422948,13.063678525125,13.077548208392196,13.08946152626154,13.08687224036334,13.113834274086365,13.101546841075539,13.098354379612458,13.106981837134246,13.13038135088507,13.146444001115704,13.15215292502933,13.172972663432745,13.160840441963035,13.162170321722783
Dish 3,9.391410427981741,9.340587891081398,9.343473049125794,9.368800892006414,9.383979307536165,9.393499757860376,9.415114757792427,9.439229537561934,9.438992391330057,9.477303459900781,9.4726323029344,9.488790888217503,9.504783197699332,9.513566369429267,9.533976685717096,9.543653578336187,9.548974823757566,9.581547289859031,9.583886086957914,9.598953561210344,9.618156096675254,9.623829976807643,9.672748691787568,9.655187779542604,9.684461502115974,9.690465435932984,9.736489484735504,9.740189065197864,9.764995312882897,9.786331521768506,9.831423697971903,9.886276008116324,9.925826516618134,9.965059287078375,10.034043204427075,10.087331963082967,10.167010185540521,10.250891218911377,10.302476393764714,10.353572395321967,10.39761030755895,10.446512715391346,10.475223926764974,10.504269414291281,10.523762715313547,10.554476924040857,10.60152397434287,10.578794594153067,10.591760177690627,10.609770063510675,10.619612554026103,10.628736701917667,10.628367259791153,10.640450894969637,10.651243362684767,10.663320839543083,10.659395477975806,10.668866764633503,10.684587162049384,10.693564781643376,10.70199431112608,10.69245670926307,10.715176129657019,10.718592126513329,10.724267007523236,10.726496023367307,10.725488264562847,10.756439609740106,10.758353257015013,10.773048494632967,10.810799237338387,10.80700869692565,10.82303902705857,10.821942389925319,10.835754932505507,10.849028771363402,10.844339535101355,10.840635513390223,10.848863933675428,10.892613060736892,10.898621394745621,10.892873913156976,10.90871991133714,10.908755331238305,10.904204161321713,10.9273728822337,10.933936290128688,10.949874414342723,10.937943626683127,10.956322847629568,10.952181290331339,10.961523733235003
Dish 4,9.290550834248403,9.227353165833454,9.221930640316849,9.254388912798499,9.257705739749627,9.265895363820722,9.28944834084602,9.314207578133162,9.309437480642659,9.346143992357225,9.335835782020009,9.352794116345644,9.364877557169525,9.368580029048772,9.388911621550589,9.395323995603427,9.401425751565966,9.432723768488842,9.437000629563988,9.44762685519478,9.468325233806723,9.473495359758903,9.533513820050619,9.502754137370632,9.528955034896791,9.534646075832358,9.582667131287142,9.582472521815749,9.600163694226952,9.62446414153619,9.655406856585511,9.704392813805766,9.7324602812162,9.748253252498225,9.79028067528892,9.833486319241798,9.894832603014684,9.974341965396762,10.029515998381617,10.089326838585098,10.15062270297369,10.227586199027689,10.284323256818414,10.357054130943794,10.399149250151785,10.468435390601144,10.55620906329083,10.558934258347906,10.582836561640361,10.626307803626966,10.648543133240489,10.670076476052989,10.67804204831349,10.69510966944529,10.714687430039355,10.731068616206581,10.733636344629303,10.741119692426233,10.759353781128597,10.756488165221972,10.771792126287341,10.767765232003219,10.780709668166642,10.78817990235407,10.79065205344308,10.785810241820991,10.780948921414671,10.806671785457178,10.801378992327825,10.805286981925065,10.841464041986137,10.825655444852558,10.832527800568124,10.830924462701592,10.836770164634366,10.844932698217812,10.845722254671909,10.839843143007657,10.842449688966058,10.860107616327918,10.866734415052782,10.867643388633295,10.879185122253924,10.875658240134793,10.873568624094053,10.894293773361968,10.895357457806456,10.906691352042259,10.901343830551346,10.909291091645372,10.914582548214385,10.937865699580142
Dish 5,10.434763088190397,10.344230489669348,10.294344235943594,10.306217212177415,10.293705578158837,10.279991472357732,10.28702008567578,10.305063667450415,10.285617684015245,10.323901884616227,10.30178770537214,10.311451731639067,10.325207583077695,10.326203846022576,10.347938050084736,10.356338710212762,10.355876478526431,10.379990637606191,10.377670268650371,10.389556404742148,10.404064416672876,10.406704884109471,10.469735401469391,10.42156469477773,10.441364623795549,10.446574350051044,10.51232218147712,10.497918765621705,10.515529183606157,10.55179736070078,10.592833886336237,10.685162112322413,10.766848589963699,10.865222389074304,11.01779027440504,11.201055445452663,11.412007583388407,11.600392066504925,11.734737190131684,11.847898606885165,11.933396092595615,12.00530824216656,12.04900228679386,12.091185999812115,12.102077078917432,12.141147080416868,12.180541630950243,12.1617820474758,12.16169687604478,12.179385261368854,12.185909444670564,12.18974515102248,12.184459294012875,12.205868913536653,12.202129520026832,12.227202933916471,12.222778214283336,12.221540196175564,12.240090038394174,12.24473594837207,12.248611444838286,12.249412252817189,12.267545696059413,12.27599790864391,12.281383988235854,12.284447937719644,12.281115549166985,12.310359684164718,12.308890848217521,12.311088143920463,12.353752641804544,12.339901371538819,12.359080007321975,12.352318395171359,12.36767865022006,12.378881393222217,12.366651173195784,12.374192468733193,12.379924346504318,12.402047304625379,12.408967116016417,12.414685390014553,12.435328126592463,12.42911998627401,12.428870635560616,12.446680376429647,12.453441927041192,12.465642290777634,12.46616210586006,12.4831038589801,12.479589864118974,12.481487871129023
Dish 6,9.330998162085052,9.3338773679296,9.333269424041863,9.367258363210903,9.377942302081731,9.37749609589748,9.393348207593437,9.419863348740206,9.410035900126848,9.450128252375933,9.43661076470513,9.445180139896005,9.466832715084239,9.466827791213449,9.48567543513152,9.492394650077246,9.505493812240116,9.526988808208158,9.530735890936668,9.54717109800569,9.564720473530864,9.566611233272134,9.619116589551938,9.591072346637153,9.620636956928571,9.623954926508256,9.676060815962558,9.685234936925337,9.710710826849292,9.741850761017666,9.777891432641209,9.839220349227187,9.874244953190596,9.915470929341641,9.97883855577781,10.045739970740648,10.103676590139125,10.184731217401715,10.225191923970861,10.271502600375682,10.301855624389047,10.341182248091982,10.355851146817711,10.379213532676188,10.391861589190343,10.410951919903821,10.462908752280695,10.441447110182024,10.441221181705407,10.465013473289334,10.462055224636773,10.465967173353333,10.460729649636656,10.479438978379193,10.482419671555304,10.499907093312332,10.493400593408339,10.499582292530716,10.504486277913132,10.511045055437425,10.512275247426597,10.506544590883918,10.524755183690367,10.527739352841104,10.533021685472209,10.527546805503905,10.52221080774879,10.549290157549999,10.541551915683716,10.54768028207639,10.580940448020886,10.568147134121867,10.5684279491666,10.567793916502833,10.575317398828169,10.591221104069778,10.578305121262062,10.586252019881552,10.589271813950623,10.604729181977222,10.611352666130157,10.605885609182241,10.62757825898756,10.618333113438332,10.624309480915738,10.631842890898854,10.639972303945044,10.651247107177783,10.646336024113692,10.655489968840419,10.653850434945072,10.65836895062925
